자치구,행정동_x,행정동_코드,월평균_총생활인구수,연령대0_평균,연령대10_평균,연령대20_평균,연령대30_평균,연령대40_평균,연령대50_평균,연령대60_평균,연령대70이상_평균,1인가구,2인가구,3인가구,4인가구,5인가구,6인가구,7인 이상 가구,연령대_100,연령대_0_거주인구수,연령대_10_거주인구수,연령대_20_거주인구수,연령대_30_거주인구수,연령대_40_거주인구수,연령대_50_거주인구수,연령대_60_거주인구수,연령대_70_거주인구수,연령대_80_거주인구수,연령대_90_거주인구수,행정동,유흥주점영업,단란주점,제과점영업,집단급식소,일반음식점,휴게음식점
도봉구,창3동,11320513,8195580.037358333,624665.7344416667,692317.8415,965895.6600333332,897575.336925,1288585.154525,1390975.4603666663,1050700.1554333332,1284864.6903666663,1901,1717,1225,828,202,35,11,6.916666666666667,660.3333333333334,970.9166666666666,1620.0833333333333,1509.1666666666667,1928.5833333333333,2329.583333333333,2037.9166666666667,1253.5,498.0833333333333,43.91666666666666,창3동,0.0,36.0,60.0,93.0,1700.0,291.0
도봉구,창4동,11320514,21933513.53155833,1487062.7099083334,2313440.7452,2552576.0066833333,2814676.262691667,3434018.0567,3741947.850516667,2732182.11265,2857609.783025,2256,2729,2458,2075,389,61,16,9.083333333333334,1555.3333333333333,2347.1666666666665,3318.0,3062.583333333333,3938.8333333333335,4457.0,3334.0,1567.8333333333333,841.3333333333334,134.41666666666666,창4동,252.0,60.0,120.0,179.0,1840.0,615.0
도봉구,창5동,11320515,15051572.479291668,1185149.8341333333,1400366.5337500002,1957682.562975,2094295.432066667,2229717.8801416666,2340766.913808333,1999264.6312333331,1844328.687875,2347,2699,2340,1740,347,66,15,3.9166666666666665,1373.0833333333333,1743.25,3322.333333333333,3186.4166666666665,3199.0,3965.8333333333335,3442.0,1629.5833333333333,754.0833333333334,116.5,창5동,12.0,48.0,67.0,182.0,2241.0,760.0
도봉구,도봉1동,11320521,13097787.858991668,749469.78855,844385.7097083334,1395491.6532333333,1468195.001225,1728796.8124749998,2219418.7948166667,2124883.6593,2567146.443208333,3023,2976,1762,1056,245,47,28,4.416666666666667,757.1666666666666,1052.5833333333333,2353.4166666666665,2099.6666666666665,2625.833333333333,3433.0,3632.0833333333335,2465.1666666666665,956.5,107.91666666666669,도봉1동,0.0,84.0,60.0,228.0,3591.0,550.0
도봉구,도봉2동,11320522,14950254.804866666,1166545.5290166668,1081131.719775,1664840.9670333334,1921243.0782833328,2179439.4319916666,2317813.4559416664,2235435.2142083333,2383805.42045,2935,3364,2498,1661,388,66,20,21.33333333333333,1420.8333333333333,1503.6666666666667,2977.083333333333,3214.9166666666665,3379.1666666666665,4065.9166666666665,4502.583333333333,2578.9166666666665,1067.9166666666667,173.25,도봉2동,0.0,24.0,77.0,179.0,2246.0,489.0
도봉구,쌍문1동,11320660,12605617.787308332,812260.8256083332,1225023.21105,1690598.431158333,1504455.630725,1870475.5774916664,1870367.0459083333,1714472.0493333333,1917965.0159666664,2489,2565,1919,1313,321,73,18,14.5,1038.5,1450.4166666666667,2707.5,2336.4166666666665,2882.0,3388.9166666666665,3128.5,1877.1666666666667,817.6666666666666,102.66666666666669,쌍문1동,0.0,0.0,48.0,258.0,1398.0,584.0
도봉구,쌍문2동,11320670,13153624.031641668,890687.991975,1182791.541566667,1617442.9791750002,1852277.536025,1889988.921275,2041550.3580916664,1784608.8635166667,1894275.837508333,2457,2376,1659,1152,228,46,17,17.75,890.0,1225.0,2280.333333333333,2303.083333333333,2474.583333333333,2990.4166666666665,2821.6666666666665,1490.0,697.4166666666666,100.08333333333331,쌍문2동,0.0,17.0,60.0,141.0,2000.0,614.0
도봉구,쌍문3동,11320680,11441478.010558335,725927.060675,858574.554225,1675636.876225,1663143.90235,1651998.8733166668,1762721.8276833333,1435790.0411583334,1667684.870833333,2761,1943,1458,954,199,38,10,6.0,703.75,931.0,2252.833333333333,2102.25,2181.25,2612.833333333333,2298.333333333333,1470.25,576.4166666666666,72.75,쌍문3동,12.0,45.0,51.0,120.0,1620.0,396.0
도봉구,쌍문4동,11320681,10233532.908941666,766539.44875,1341825.8550166667,1118519.555966667,1258584.3316333331,1424724.685525,1635910.1934333332,1392715.87495,1294712.9802833332,1238,1827,1799,1575,277,45,7,3.1666666666666665,1059.6666666666667,1795.75,2281.333333333333,2079.833333333333,2632.083333333333,3093.9166666666665,2633.6666666666665,1065.75,540.75,92.25,쌍문4동,0.0,0.0,24.0,133.0,506.0,222.0
도봉구,방학1동,11320690,17685753.24755,1145478.767925,1446259.1303166666,2142782.819275,2284588.2767166668,2635524.671375,3061259.386958333,2466329.047241667,2503531.134783333,3502,3281,2386,1832,443,80,17,5.916666666666667,1362.0833333333333,1981.3333333333333,3538.1666666666665,3014.333333333333,3805.5833333333335,4886.083333333333,4328.583333333333,2408.75,893.3333333333334,138.58333333333334,방학1동,0.0,200.0,189.0,281.0,5213.0,1173.0
도봉구,방학2동,11320700,9191565.522208331,557912.8253583333,757100.9551583333,1048181.5265666668,1042172.1254333332,1276816.829225,1528937.11895,1328981.1892583333,1651462.952575,2768,2612,1647,1114,255,63,14,7.666666666666667,796.8333333333334,1328.25,2397.083333333333,1974.1666666666667,2541.833333333333,3429.6666666666665,3114.1666666666665,1769.3333333333333,740.3333333333334,93.83333333333331,방학2동,0.0,21.0,79.0,167.0,1754.0,356.0
도봉구,방학3동,11320710,15397640.856383331,1254288.2546416668,1605025.585125,1578792.9977749998,1707487.8421,2142227.9171166667,2419454.1042833333,2249226.2598,2441137.8884166665,1399,2811,2557,2201,457,95,17,6.833333333333333,1708.5833333333333,2470.0,2995.0,2845.75,3773.4166666666665,4356.416666666667,4155.083333333333,1746.5833333333333,925.1666666666666,150.75,방학3동,0.0,0.0,24.0,150.0,829.0,242.0
노원구,월계1동,11350560,17632973.672908332,1202157.6658416667,1703696.2076083336,3338414.489875,2263307.707225,2643507.556975,2273611.486225,2036123.8470833327,2172154.702758333,3440,2542,1799,1413,314,55,13,9.5,1039.25,1506.6666666666667,3435.333333333333,2388.083333333333,3051.25,3164.6666666666665,2871.1666666666665,1765.0833333333333,686.8333333333334,96.5,월계1동,0.0,0.0,116.0,141.0,3499.0,1049.0
노원구,월계2동,11350570,14977935.0945,1269499.2755666666,1557515.8255416667,1615214.1092666667,1751607.7391666668,2174946.8155,2245673.3662,1917954.8680166667,2445523.09655,3531,3296,2484,1636,360,69,9,7.583333333333333,1527.4166666666667,1884.4166666666667,2887.583333333333,2872.083333333333,3830.1666666666665,4183.583333333333,4092.1666666666665,2308.9166666666665,972.75,164.33333333333334,월계2동,0.0,0.0,48.0,222.0,1066.0,394.0
노원구,월계3동,11350580,19596133.196266662,1965383.8952666668,1613987.416475,2136935.34325,2758276.574458333,3008111.5554833333,2926353.888258333,2481995.347625,2705089.160933333,3359,3696,2893,1867,377,64,9,6.833333333333333,1977.4166666666667,1918.5833333333333,3213.75,4135.666666666667,4174.25,4346.75,4297.0,2386.9166666666665,1061.9166666666667,134.41666666666666,월계3동,0.0,0.0,116.0,180.0,640.0,553.0
노원구,공릉1동,11350595,31791471.489833336,2235694.6205333336,2580841.01575,5274691.923816667,4488800.886758333,4725560.8483,4676196.370233334,3983083.859525,3826601.979341666,7356,4078,3000,2219,468,112,21,5.75,1824.0833333333333,2380.833333333333,6033.416666666667,4806.583333333333,4901.25,5238.25,5073.166666666667,2558.25,982.3333333333334,151.58333333333334,공릉1동,0.0,84.0,156.0,283.0,5047.0,1290.0
노원구,공릉2동,11350600,30824577.46183333,2387149.942358333,4079362.2729333336,6035361.231075,3821998.673166666,4521236.292841666,4058082.151375,2985374.5490416666,2936012.339825,4783,3581,3296,3113,597,113,25,5.666666666666667,2580.25,3896.9166666666665,6069.333333333333,4744.666666666667,5855.916666666667,5530.166666666667,4251.166666666667,2050.25,906.25,126.66666666666669,공릉2동,0.0,24.0,129.0,418.0,3483.0,1527.0
노원구,하계1동,11350611,19563064.329208333,930756.4948333332,2934423.0239,2841888.9896333334,2038433.3805416664,2921596.3097,3216158.370483333,2358018.274675,2321789.478083333,3265,2623,2273,2032,358,48,17,5.583333333333333,1017.5,2760.833333333333,4096.0,2479.75,3721.25,4529.833333333333,3371.4166666666665,1676.3333333333333,893.5833333333334,120.25,하계1동,0.0,0.0,60.0,252.0,1740.0,827.0
노원구,하계2동,11350612,11479284.617416663,884210.9928250001,1568688.839075,1383374.7534416667,1360113.7882583337,1861679.7388416664,1812717.2013583328,1315397.0018833333,1293102.30105,1481,2013,2021,2024,333,44,8,1.25,1318.25,2503.6666666666665,2747.1666666666665,2304.75,3596.1666666666665,3558.083333333333,2399.333333333333,1249.8333333333333,645.0833333333334,91.75,하계2동,0.0,0.0,12.0,96.0,358.0,95.0
노원구,중계본동,11350619,16368769.207966669,1376198.6318333333,4151935.168608333,1610676.3527166666,1230241.1081416667,3103467.093375,2434386.421508333,1215105.025875,1246759.4231083335,1105,1631,2054,2443,528,86,22,5.25,1359.6666666666667,4084.8333333333335,2867.583333333333,1680.0,4485.5,4175.916666666667,2104.333333333333,967.25,506.5833333333333,65.5,중계본동,0.0,0.0,84.0,156.0,1878.0,783.0
노원구,중계1동,11350621,19217138.570675,1541229.3672666668,4809276.117275001,1803952.1776416667,1458240.35705,3766052.748616667,2774637.534816667,1491140.3897916663,1572609.880225,1070,1571,2536,2980,439,39,7,6.5,1762.4166666666667,5143.083333333333,2683.833333333333,1816.1666666666667,5861.833333333333,4160.083333333333,1974.3333333333333,882.8333333333334,465.5833333333333,62.41666666666666,중계1동,0.0,0.0,99.0,150.0,964.0,959.0
노원구,중계4동,11350624,13071071.927525,971203.0397,1838018.0969666669,1370268.3325916666,1210844.2108166667,2071704.663625,2029733.8005416663,1489296.3614833334,2090003.418275,2081,2132,1763,1519,311,44,15,5.0,1022.4166666666666,2024.0,2319.25,1765.4166666666667,3110.75,3286.083333333333,2445.083333333333,1729.5,725.0,115.91666666666669,중계4동,0.0,0.0,84.0,147.0,2443.0,590.0
노원구,중계2.3동,11350625,24706564.051025,2015364.3395916668,3023528.1289333333,2720725.63815,2944821.1856,4045491.3596333335,3719609.6718,2781389.7469083336,3455633.977925,4119,4302,3158,2321,382,69,8,8.666666666666666,1769.4166666666667,2830.583333333333,3842.25,3832.8333333333335,5154.0,5176.333333333333,4505.5,3016.5,1486.6666666666667,202.25,중계2.3동,0.0,0.0,149.0,237.0,1602.0,756.0
노원구,상계1동,11350630,28804501.828191668,2317693.3055166667,2807317.8277666667,3278772.3920583334,3653375.341908333,4100968.2105666655,4662565.3911666665,3990922.4015,3992886.964008333,3454,4129,3405,2775,631,117,27,15.75,2039.5833333333333,3012.833333333333,4746.583333333333,4408.083333333333,5124.083333333333,6345.416666666667,5581.0,2666.333333333333,1166.0,184.58333333333331,상계1동,0.0,36.0,116.0,300.0,3652.0,1037.0
노원구,상계2동,11350640,20946413.783166666,1145435.52595,2274345.7846166664,3342274.222808333,2613755.9206000003,3023082.7848583334,3490702.7632,2585220.482766667,2471596.300791667,2415,1945,1692,1524,296,72,17,6.583333333333333,861.5,1651.5,2953.0,2107.75,2706.6666666666665,3582.083333333333,2698.333333333333,1294.75,552.25,85.75,상계2동,0.0,204.0,252.0,183.0,6931.0,2046.0
노원구,상계3.4동,11350665,15669038.14375,914593.153825,1366769.9356416666,1718061.3507166666,1696510.0711916666,2216748.5798833333,2641466.699675,2373407.560608333,2741480.794516667,3275,3309,2209,1621,384,67,19,18.25,1238.1666666666667,1865.3333333333333,2916.6666666666665,2630.75,3503.1666666666665,4325.583333333333,4059.9166666666665,2505.083333333333,1132.8333333333333,124.83333333333331,상계3.4동,0.0,12.0,65.0,189.0,1799.0,436.0
노원구,상계5동,11350670,14923384.514416669,946119.6076916666,1543488.6775583334,1798780.2556,1640108.3094583333,2114684.8829166666,2472640.0857416666,2037653.1754333333,2369909.533291667,3030,2916,2156,1527,323,59,14,10.75,963.3333333333334,1825.9166666666667,3100.6666666666665,2386.583333333333,3261.75,4096.5,3462.583333333333,2073.5,881.3333333333334,143.0,상계5동,0.0,96.0,90.0,65.0,2466.0,669.0
노원구,상계6.7동,11350695,34905929.21145,2797893.0235416666,3741637.9129166654,4633963.7658916665,4796294.8004416665,5359442.842958334,5524221.908275,3876949.9039833336,4175525.0554833338,3524,3646,3071,2361,380,52,10,6.166666666666667,2142.1666666666665,2703.75,4122.0,4437.666666666667,4909.25,5196.0,3768.5833333333335,1825.8333333333333,939.0833333333334,181.41666666666663,상계6.7동,270.0,113.0,141.0,286.0,2637.0,918.0
노원구,상계8동,11350700,12985592.25385,1759843.1403249998,1435978.207725,1313053.5452083333,2203172.967825,1928415.4407916667,1669958.495158333,1332340.7173,1342829.7367916666,1954,2463,2311,1728,242,32,8,2.9166666666666665,2149.083333333333,1793.6666666666667,2486.583333333333,4336.583333333333,3502.75,2787.0,2121.833333333333,1076.3333333333333,501.4166666666667,79.91666666666667,상계8동,0.0,0.0,48.0,108.0,538.0,290.0
노원구,상계9동,11350710,12917101.01065,1163497.115375,1657441.5920916663,1436862.1144833334,1670808.178425,1937133.1928416668,1911754.0275166668,1596133.1205833333,1543471.6691083333,1765,2361,2042,1538,238,36,14,2.833333333333333,1176.5833333333333,1856.6666666666667,2482.833333333333,2528.75,3079.1666666666665,3272.083333333333,2609.1666666666665,1255.75,612.5,108.5,상계9동,0.0,0.0,0.0,72.0,540.0,226.0
노원구,상계10동,11350720,10517540.830991669,797295.3589333333,1137118.1168333334,1471323.9192583335,1484433.4297166665,1555588.76375,1671076.5383,1220460.4011166666,1180244.3065083334,1431,1967,1517,1153,140,31,9,1.4166666666666667,1181.9166666666667,1478.5833333333333,2394.0,2653.6666666666665,2674.25,2969.1666666666665,2237.5,932.4166666666666,477.8333333333333,77.08333333333333,상계10동,0.0,12.0,12.0,114.0,280.0,164.0
은평구,녹번동,11380510,24830622.351725,1490471.0502333334,1716402.4002416667,3212005.3253,4111373.105983333,3880627.7336666654,3915871.3737666663,3106090.831041667,3397780.5321,5033,4701,3314,2068,493,81,15,8.25,2195.333333333333,2043.6666666666667,4562.0,5494.416666666667,5162.0,5387.666666666667,4787.5,2865.5,1213.3333333333333,162.0,녹번동,24.0,150.0,134.0,303.0,3086.0,985.0
은평구,불광1동,11380520,24188747.83350833,1705450.7121833332,1783251.931433333,2982312.354691667,3325028.3013250004,3521844.150966666,3872956.879966667,3113958.795,3883944.709116667,4730,4876,3484,2283,497,97,22,14.5,2077.0,2398.5,4810.583333333333,4910.5,5318.416666666667,6093.5,5224.083333333333,3171.4166666666665,1489.5833333333333,178.83333333333334,불광1동,156.0,137.0,181.0,212.0,4139.0,1038.0
은평구,불광2동,11380530,16205470.972633332,868320.9173500001,1338639.9634583334,2190873.7361083333,2290685.2981416667,2355318.83465,2604057.4171916666,2172757.452425,2384817.343633333,4589,3660,2409,1472,366,72,16,11.416666666666666,966.1666666666666,1575.9166666666667,3902.0833333333335,3489.1666666666665,3427.0,4442.583333333333,4123.75,2517.0,1036.5,118.75,불광2동,12.0,84.0,56.0,144.0,1219.0,401.0
은평구,갈현1동,11380551,17717851.713324998,851376.3208916667,1493109.940375,2857090.5533666667,2526417.4766583336,2568790.4012333336,2814432.975025,2233528.5388833336,2373105.499566667,3373,2945,1967,1290,287,60,22,6.666666666666667,865.1666666666666,1368.5833333333333,3308.4166666666665,2704.6666666666665,2898.583333333333,3560.4166666666665,3245.083333333333,1870.9166666666667,681.3333333333334,93.16666666666669,갈현1동,132.0,252.0,182.0,255.0,6112.0,1382.0
은평구,갈현2동,11380552,17120280.57115,1196734.838025,1917134.63545,2381623.670233333,2324571.02885,2806773.2561666667,2434967.9244333333,1886588.657475,2171886.5669583334,3136,3385,2591,1820,434,87,20,10.5,1337.75,2174.9166666666665,3981.3333333333335,3507.833333333333,4209.333333333333,4363.75,3461.9166666666665,2105.25,871.9166666666666,100.75,갈현2동,60.0,36.0,52.0,125.0,2296.0,527.0
은평구,구산동,11380560,19215825.3327,1474166.1275000002,2286285.425983333,2250796.1297083334,2510300.4488916667,2910526.382983333,2884402.0527083334,2205112.9079333334,2694235.8528583334,2785,3474,2828,2101,544,87,29,5.833333333333333,1557.3333333333333,2585.333333333333,4027.25,3717.75,4584.166666666667,5167.25,4346.416666666667,2502.4166666666665,1079.5833333333333,137.0,구산동,0.0,12.0,99.0,278.0,1291.0,784.0
은평구,대조동,11380570,25497818.729691666,1556159.6013,1966060.3707833332,3610639.876533333,4309850.852841667,3905861.559691666,3908575.811258333,3098754.989175,3141915.667183333,5597,3441,2109,1274,299,79,11,18.33333333333333,1014.75,1451.5833333333333,4481.583333333333,3846.75,3620.0833333333335,3814.5,3316.5,2162.4166666666665,957.1666666666666,105.33333333333331,대조동,264.0,294.0,226.0,179.0,5141.0,1583.0
은평구,응암1동,11380580,19351377.88500833,1286413.1848416666,2082339.7736666668,2328731.438966667,3452106.229083333,3299986.6608,2679505.522683333,1966977.2256083328,2255317.8491916666,3771,3122,2211,1615,353,59,14,2.9166666666666665,2227.583333333333,2435.6666666666665,4011.5833333333335,4896.833333333333,4992.25,4377.416666666667,3490.75,2109.583333333333,874.8333333333334,107.25,응암1동,135.0,204.0,243.0,289.0,6574.0,1620.0
은평구,응암2동,11380590,12282179.589075,1545352.421366667,1173857.075016667,1095457.6188083333,2188119.046125,2315109.97755,1484102.86345,1189138.4423,1291042.13845,2171,2807,2655,2009,386,71,22,16.75,2901.833333333333,2114.833333333333,2468.333333333333,4447.25,4824.666666666667,3376.6666666666665,2739.0,1565.25,670.5833333333334,84.58333333333333,응암2동,12.0,36.0,18.0,158.0,969.0,307.0
은평구,응암3동,11380600,17270767.24195833,915799.0176166669,1384850.9633333334,2189132.56945,2753085.4825916667,2884803.3701333334,2608840.1078,2101224.668416667,2433031.0598916668,4431,3268,1966,1244,300,61,19,6.166666666666667,891.0833333333334,1411.5,3291.25,3074.083333333333,3172.583333333333,3786.6666666666665,3487.833333333333,2352.6666666666665,1099.4166666666667,130.83333333333334,응암3동,209.0,231.0,24.0,77.0,1462.0,269.0
은평구,역촌동,11380625,31447270.817675,2651083.509725,2803851.1947333333,3982835.7946,4708461.0654,5097186.027383333,4689223.012674999,3460844.7652916666,4053785.439508333,5473,5503,4090,2851,668,148,35,11.166666666666666,2297.1666666666665,3126.083333333333,5979.75,5890.75,6836.333333333333,6984.666666666667,5879.75,3517.75,1396.75,157.75,역촌동,0.0,96.0,261.0,240.0,4309.0,1356.0
은평구,신사1동,11380631,17813867.795166668,1379164.917858333,1616263.238675,2260929.9042916666,2723593.80235,2791734.9857166666,2668070.689575,2094420.0467916664,2279690.21855,3009,3254,2468,1747,395,82,15,2.083333333333333,1397.0833333333333,1869.1666666666667,3529.083333333333,3686.4166666666665,3799.0,4034.1666666666665,3674.4166666666665,2054.4166666666665,817.1666666666666,89.83333333333333,신사1동,0.0,24.0,135.0,184.0,2283.0,728.0
은평구,신사2동,11380632,11104177.979183331,778217.9046,1158135.856175,1326193.18715,1557466.1346333334,1682460.8732,1666928.5232916668,1437577.11205,1497198.3880333332,2314,2417,1803,1328,280,70,20,6.0,959.8333333333334,1480.0833333333333,2665.25,2503.1666666666665,2841.0,3179.833333333333,2930.1666666666665,1501.5833333333333,646.8333333333334,82.08333333333333,신사2동,0.0,0.0,36.0,75.0,557.0,252.0
은평구,증산동,11380640,9102053.912283331,579325.6689,760077.8136666667,1209651.7898166666,1322244.4370416666,1378946.8175916667,1424374.5492333334,1182474.54535,1244958.3015666667,1736,1867,1316,951,237,44,15,3.8333333333333335,645.75,1059.5,1870.0,1823.0833333333333,2029.0,2315.083333333333,2265.25,1265.25,496.4166666666667,65.83333333333333,증산동,0.0,12.0,67.0,72.0,1707.0,410.0
은평구,수색동,11380650,8636495.183375,385170.3248416667,608801.4407416667,1197664.4640916667,1542610.265941667,1432205.5042083336,1445070.5811666667,1025211.2453416666,999761.3273916668,963,1116,801,566,117,32,0,0.8333333333333334,678.8333333333334,717.5,1383.3333333333333,1640.3333333333333,1434.0833333333333,1845.9166666666667,1597.0833333333333,819.75,375.5,51.0,수색동,0.0,48.0,48.0,95.0,1468.0,213.0
은평구,진관동,11380690,45897496.8057,4694834.860591667,6298414.798891666,4934818.4191333335,5951608.975758334,8022012.030241667,6315441.316266667,4762678.1284,4917688.262391667,4742,4706,4452,4506,1272,257,54,112.33333333333331,4022.75,6759.5,6360.916666666667,6067.166666666667,9550.916666666666,7831.583333333333,5945.166666666667,3170.5,1438.0,229.75,진관동,0.0,0.0,362.0,337.0,3366.0,2006.0
서대문구,천연동,11410520,12375909.842858337,918944.4136416666,1181991.0301,1514536.98365,1765115.4645083332,2085269.1975916668,1959093.586875,1336357.677,1614601.459383333,2388,1884,1508,1111,248,41,6,8.583333333333334,1086.6666666666667,1297.25,1972.25,2146.1666666666665,2486.4166666666665,2743.4166666666665,2046.5833333333333,1258.75,707.6666666666666,85.83333333333333,천연동,24.0,12.0,48.0,151.0,1889.0,408.0
서대문구,북아현동,11410555,27257575.476858333,1996520.6133333333,1649414.11535,4066882.884433333,5670928.5817,5310163.691108334,4048227.258608333,2425860.449325,2089577.8805,2261,1789,1552,1041,178,40,6,8.416666666666666,1285.75,958.0833333333334,2078.0,2603.1666666666665,2391.75,2507.6666666666665,1662.25,895.5833333333334,408.5833333333333,59.75,북아현동,0.0,36.0,47.0,204.0,1337.0,477.0
서대문구,충현동,11410565,27608548.87973333,1056571.1683083333,2080272.070533333,4592620.472308333,5540128.9341,5282592.262875,4196916.154858333,2450537.7009833334,2408910.1129833334,3880,2202,1546,1137,274,58,11,14.75,1102.0,1219.9166666666667,3124.0,3042.333333333333,2742.1666666666665,3028.083333333333,2501.5,1300.0833333333333,657.4166666666666,116.66666666666669,충현동,0.0,36.0,71.0,204.0,4101.0,1043.0
서대문구,신촌동,11410585,35338315.80879167,926170.6190666668,2271247.9838833334,13212416.318666669,6277778.043866667,4176500.523216666,3769776.18555,2381621.979541667,2322804.1628166665,9002,1902,885,553,139,42,9,7.583333333333333,632.25,840.5,7010.416666666667,3132.5,1803.4166666666667,1802.3333333333333,1293.75,840.6666666666666,465.5,68.0,신촌동,204.0,93.0,412.0,425.0,15440.0,5435.0
서대문구,연희동,11410615,27763065.640833333,1337382.0997666668,2093900.47935,6238924.807941667,4776146.288016667,4282457.732658333,3728310.545491667,2514252.8279583333,2791690.8420166667,9005,4178,2670,1920,486,109,25,13.083333333333334,1462.75,2167.4166666666665,6966.0,5094.0,4424.0,4734.333333333333,3782.1666666666665,2438.75,1215.4166666666667,182.16666666666663,연희동,12.0,60.0,248.0,256.0,4474.0,1640.0
서대문구,홍제1동,11410620,17457617.047925,1212595.3211333333,1686441.4586416667,2182541.6064583333,2298150.503733333,2616004.6913666665,2775007.1472833334,2180216.799033333,2506659.5267,2736,2692,2158,1529,344,62,20,5.083333333333333,1359.4166666666667,1697.1666666666667,2835.6666666666665,3071.0,3344.583333333333,3715.8333333333335,3079.9166666666665,1807.6666666666667,894.0833333333334,110.33333333333331,홍제1동,12.0,60.0,118.0,214.0,3040.0,781.0
서대문구,홍제3동,11410640,11765372.797558332,777898.5236416667,1099924.3388833334,1366549.2113583332,1445173.5972250002,1658992.0977916669,1934391.6387583332,1526776.4837916668,1955666.9158666667,2027,1844,1381,958,199,43,11,18.166666666666668,674.25,976.6666666666666,1891.0833333333333,1780.25,1925.5,2437.1666666666665,2141.25,1484.5,786.0833333333334,81.16666666666667,홍제3동,12.0,48.0,24.0,82.0,1917.0,566.0
서대문구,홍제2동,11410655,7001079.428091667,547873.5010916666,662003.7968,802229.1844416667,940403.0924583334,1083090.8511583332,1137428.151975,895063.0043583334,932987.842525,1443,1590,1293,933,200,28,6,4.5,706.25,942.25,1629.25,1715.25,1801.8333333333333,2295.5,1919.0833333333333,1112.8333333333333,528.25,73.75,홍제2동,0.0,48.0,37.0,77.0,686.0,140.0
서대문구,홍은1동,11410660,10645520.512133332,710209.3643416666,1011318.2526416668,1257452.973125,1443027.1782416666,1540159.0768416666,1747209.0866916666,1389639.315575,1546505.2566666666,2538,2464,1961,1461,365,60,18,8.416666666666666,1344.25,1587.6666666666667,2589.5,2763.75,3080.333333333333,3608.6666666666665,3101.333333333333,1774.3333333333333,915.0833333333334,124.16666666666669,홍은1동,0.0,36.0,80.0,140.0,2335.0,468.0
서대문구,홍은2동,11410685,19061854.412841663,1135391.5012166663,1954192.5688333332,2799043.8621166665,2610659.0834583333,2900968.5360916667,2931068.308533333,2231827.717425,2498702.841541667,3769,3114,2241,1560,370,91,32,24.83333333333333,1112.4166666666667,1939.8333333333333,3794.3333333333335,3207.25,3530.6666666666665,4171.416666666667,3479.9166666666665,2022.1666666666667,1031.0,139.83333333333334,홍은2동,12.0,24.0,48.0,132.0,1969.0,706.0
서대문구,남가좌1동,11410690,10499041.564233333,1739261.6663083334,989326.7277916666,1002478.9141416666,1548102.460291667,1892472.63795,1327340.5657666668,958789.8895083334,1041268.6980833332,942,1273,1544,1320,268,48,7,5.666666666666667,1910.1666666666667,1344.1666666666667,1350.3333333333333,2148.833333333333,2815.4166666666665,1967.9166666666667,1445.1666666666667,855.4166666666666,400.25,53.41666666666666,남가좌1동,84.0,174.0,84.0,84.0,2935.0,474.0
서대문구,남가좌2동,11410700,14794359.565208333,924554.092825,1410780.6711583333,2678519.446366667,2284652.1728083333,2333164.0837250003,2100037.4659166667,1460146.8825833332,1602504.7507333334,4237,3051,2413,1835,373,93,18,6.833333333333333,2416.0,2181.083333333333,3888.1666666666665,4115.166666666667,4478.166666666667,4049.3333333333335,3165.5,1992.4166666666667,901.5833333333334,126.83333333333331,남가좌2동,0.0,12.0,66.0,126.0,2272.0,871.0
서대문구,북가좌1동,11410710,10524892.269808332,1088818.7378166667,1270871.3114666666,1055475.8310833334,1397513.6127416666,1864764.0443333331,1522918.123825,1087813.0232083334,1236717.5933,1172,1840,1691,1406,304,63,7,2.833333333333333,1252.0,1776.1666666666667,1935.4166666666667,2141.9166666666665,2948.4166666666665,2739.083333333333,2071.5,1204.1666666666667,540.9166666666666,72.41666666666667,북가좌1동,0.0,36.0,45.0,129.0,1385.0,430.0
서대문구,북가좌2동,11410720,26043611.855241667,1737848.7857916665,2409168.3236916666,3626199.931116666,3994074.4705,4133017.521691667,3772799.7377416654,2973606.0449166666,3396897.038908333,4463,3788,2752,2005,474,82,16,3.4166666666666665,1425.9166666666667,2157.4166666666665,4280.083333333333,3833.3333333333335,4486.666666666667,4909.583333333333,4313.166666666667,2664.083333333333,1095.8333333333333,141.16666666666666,북가좌2동,0.0,60.0,93.0,81.0,1846.0,707.0
마포구,아현동,11440555,19455780.41294167,2117477.8616833333,1354497.9793916668,2484930.3647666667,3966526.94175,3476028.649683333,2724055.644483333,1855510.204475,1476752.7701416668,2269,2591,2549,1732,266,42,11,15.833333333333334,2519.25,1535.1666666666667,2837.0,4540.0,3942.0,3515.9166666666665,2564.9166666666665,1095.9166666666667,605.25,98.25,아현동,24.0,36.0,52.0,179.0,2429.0,558.0
마포구,공덕동,11440565,27622344.911075,1740240.835975,1872023.6149,4135963.39675,5461610.503075,4771072.519508333,4304113.784316666,2801092.72365,2536227.5346083334,6338,4328,3123,2165,461,91,20,15.75,2038.8333333333333,2053.6666666666665,5726.75,5964.083333333333,4908.833333333333,5769.833333333333,4182.833333333333,2314.583333333333,1178.9166666666667,136.83333333333334,공덕동,48.0,70.0,185.0,203.0,6049.0,1647.0
