행정동코드,연도,월,연령대_I00,연령대_0_거주인구수,연령대_10_거주인구수,연령대_20_거주인구수,연령대_30_거주인구수,연령대_40_거주인구수,연령대_50_거주인구수,연령대_60_거주인구수,연령대_70_거주인구수,연령대_80_거주인구수,연령대_90_거주인구수,총생활인구수,연령대0_생활인구,연령대10_생활인구,연령대20_생활인구,연령대30_생활인구,연령대40_생활인구,연령대50_생활인구,연령대60_생활인구,연령대70이상_생활인구
11110600,2021,1,10.0,199.0,341.0,500.0,562.0,766.0,688.0,595.0,430.0,194.0,40.0,4754970.5768,217182.4228,323122.3443,643120.2305,862058.4145,1033159.0428,769749.7527,418750.6507,487827.6903
11110600,2021,2,10.0,197.0,345.0,495.0,558.0,764.0,701.0,586.0,428.0,193.0,43.0,4395110.7982,195275.423,302029.7431,611740.0537,809372.4346,939924.0911,699024.4948,379781.341,457963.2257
11110600,2021,4,2.0,188.0,327.0,486.0,559.0,732.0,703.0,579.0,396.0,188.0,37.0,4949569.1445,219460.4647,526724.7211,664170.4998,938781.3867,1015586.6128,755864.6482,386850.9236,442129.8927
11110600,2021,5,2.0,186.0,329.0,490.0,563.0,725.0,709.0,579.0,399.0,187.0,36.0,4981319.6734,215530.4224,531797.5897,671231.8311,912866.6697,993843.8889,769648.76,413461.1367,472939.3699
11110600,2021,6,2.0,183.0,333.0,487.0,566.0,723.0,708.0,583.0,400.0,191.0,34.0,5035947.231,234088.5523,564939.28,654924.4892,932700.2746,1005388.125,784084.8559,408797.0082,451024.6393
11110600,2021,7,2.0,183.0,327.0,489.0,558.0,711.0,707.0,583.0,393.0,192.0,34.0,4804500.207,209119.2636,422310.5287,628812.4443,894430.589,1003238.1847,771723.2734,400955.5831,473910.3413
11110600,2021,8,2.0,184.0,326.0,483.0,545.0,708.0,706.0,573.0,397.0,190.0,34.0,4650794.6987,194970.8662,398016.457,631450.256,843501.3611,955053.5556,748337.2389,396271.5877,483193.3877
11110600,2021,9,2.0,184.0,325.0,487.0,546.0,716.0,709.0,571.0,398.0,190.0,34.0,4767423.3936,205903.1355,515842.8036,646292.2585,838937.6935,939502.1138,738164.4062,395922.3263,486858.6793
11110600,2021,10,2.0,181.0,327.0,484.0,543.0,710.0,717.0,570.0,395.0,194.0,33.0,5146250.0787,230547.9835,550088.3412,712925.4443,926119.6949,1016574.4157,792194.9838,422709.4202,495089.7982
11110600,2021,11,2.0,184.0,320.0,478.0,541.0,701.0,716.0,572.0,388.0,193.0,32.0,5120365.7039,224175.3418,515422.5022,701876.937,953235.8352,1039884.7833,791534.3273,421996.9923,472238.9927
11110600,2021,12,0.0,171.0,320.0,475.0,535.0,694.0,709.0,567.0,391.0,195.0,31.0,4792523.2592,218547.5721,496941.5604,640357.5019,857299.2032,960360.4752,751544.2104,402062.6115,465410.1395
