행정동코드,연도,월,연령대_I00,연령대_0_거주인구수,연령대_10_거주인구수,연령대_20_거주인구수,연령대_30_거주인구수,연령대_40_거주인구수,연령대_50_거주인구수,연령대_60_거주인구수,연령대_70_거주인구수,연령대_80_거주인구수,연령대_90_거주인구수,총생활인구수,연령대0_생활인구,연령대10_생활인구,연령대20_생활인구,연령대30_생활인구,연령대40_생활인구,연령대50_생활인구,연령대60_생활인구,연령대70이상_생활인구
11260580,2021,8,2.0,1759.0,1897.0,3496.0,3614.0,3499.0,4231.0,3536.0,1583.0,690.0,93.0,13728067.6457,978510.6127,1189411.4241,1939511.7433,2220505.8501,1942513.6946,2194388.2594,1681224.179,1582001.8348
11260580,2021,9,2.0,1733.0,1894.0,3463.0,3590.0,3504.0,4213.0,3532.0,1568.0,688.0,94.0,13756772.9955,1034615.4871,1202936.1797,1913425.7346,2200559.3368,1982140.0339,2187756.8372,1664246.5239,1571092.8522
11260580,2021,10,3.0,1704.0,1888.0,3439.0,3581.0,3488.0,4216.0,3546.0,1558.0,698.0,93.0,14353017.5043,1108809.4807,1284584.5918,1977836.8792,2317183.0382,2050731.5261,2248508.5238,1735452.1886,1629911.2865
11260580,2021,11,3.0,1693.0,1865.0,3412.0,3591.0,3471.0,4215.0,3541.0,1565.0,704.0,90.0,13023741.7045,1077867.9469,1229940.3396,1705770.3593,2038942.863,1845325.9289,2042989.9102,1592779.064,1490125.2827
11260580,2021,12,3.0,1676.0,1848.0,3387.0,3569.0,3461.0,4192.0,3536.0,1576.0,708.0,90.0,13770490.9043,1130999.9412,1315566.4556,1799649.1382,2152098.4226,1985912.2977,2158605.9439,1696224.3363,1531434.3086
11260590,2021,1,11.0,792.0,807.0,4086.0,4159.0,2629.0,3101.0,2516.0,1366.0,470.0,64.0,17999401.1719,790159.932,874874.4998,3298552.6585,3442032.1235,2637687.0256,2898065.3584,2126532.6053,1931496.9726
11260590,2021,2,11.0,786.0,800.0,4117.0,4203.0,2624.0,3108.0,2530.0,1360.0,468.0,65.0,16692060.8428,746743.9445,830264.9236,3063153.4887,3149927.0674,2444085.5855,2714021.8691,1961848.2614,1782015.7291
11260590,2021,4,11.0,777.0,773.0,4174.0,4236.0,2616.0,3079.0,2530.0,1357.0,476.0,65.0,17412337.2574,666722.2552,805113.7175,3302773.5609,3315209.2084,2598750.019,2825542.9555,2044552.6445,1853672.9135
11260590,2021,5,11.0,773.0,762.0,4184.0,4287.0,2582.0,3103.0,2544.0,1361.0,477.0,64.0,17879538.2599,687469.0092,822159.4331,3444323.7273,3385592.7091,2685183.298,2891286.1843,2074003.3276,1889520.5655
11260590,2021,6,11.0,782.0,762.0,4227.0,4301.0,2592.0,3110.0,2558.0,1350.0,477.0,67.0,17508294.6668,652327.5083,776349.9277,3329754.2697,3312285.5333,2636968.6579,2879164.3077,2064858.0758,1856586.4073
11260590,2021,7,11.0,779.0,761.0,4261.0,4341.0,2608.0,3098.0,2548.0,1368.0,477.0,65.0,18512856.3373,750662.4641,874375.5601,3471940.7204,3538980.2893,2769841.9974,2993887.3696,2152509.2694,1960658.673
11260590,2021,8,11.0,766.0,750.0,4300.0,4388.0,2594.0,3086.0,2549.0,1357.0,489.0,67.0,18536596.0223,720295.384,854372.6208,3498818.9218,3578271.3767,2751851.2242,3029585.6086,2154957.1438,1948443.7154
11260590,2021,9,11.0,762.0,756.0,4271.0,4413.0,2585.0,3077.0,2570.0,1346.0,505.0,67.0,17943280.9413,691963.5081,819354.4489,3336903.4381,3461713.1988,2691092.3041,2951380.0762,2103265.3206,1887608.5719
11260590,2021,10,12.0,760.0,756.0,4264.0,4434.0,2586.0,3074.0,2586.0,1333.0,508.0,66.0,18528266.2976,694628.2033,845571.5408,3490968.3071,3625055.3159,2783861.4242,3035072.773,2154459.3653,1898649.407
11260590,2021,11,13.0,761.0,751.0,4247.0,4471.0,2587.0,3074.0,2592.0,1332.0,518.0,67.0,18661093.7969,696058.6446,849504.6286,3527266.1577,3625758.7545,2809548.1167,3092364.6324,2170593.9293,1889998.9323
11260590,2021,12,4.0,751.0,734.0,4228.0,4492.0,2559.0,3055.0,2608.0,1316.0,526.0,68.0,19255942.7716,726908.6559,892691.1616,3622763.792,3702055.0581,2883258.1182,3210817.4912,2275352.9511,1942095.5424
11260600,2021,1,5.0,1265.0,1330.0,2899.0,3216.0,2823.0,3363.0,3093.0,1562.0,556.0,67.0,13006292.4045,1197360.3374,1122098.8257,1664019.1645,1966110.0383,1788090.5569,1978155.5191,1667360.7339,1623097.2238
11260600,2021,2,5.0,1267.0,1317.0,2865.0,3216.0,2819.0,3348.0,3104.0,1576.0,557.0,69.0,11544520.6704,1059196.6624,996483.1506,1469900.7523,1726979.3501,1605375.3686,1752538.6807,1468662.9791,1465383.7341
11260600,2021,4,1.0,1235.0,1303.0,2868.0,3159.0,2812.0,3316.0,3155.0,1572.0,561.0,72.0,12039578.9697,1178254.1895,1073561.0181,1534656.9563,1790822.3205,1647118.1881,1791710.1014,1488323.6189,1535132.5521
11260600,2021,5,1.0,1227.0,1308.0,2850.0,3156.0,2807.0,3301.0,3153.0,1574.0,555.0,68.0,12493700.7268,1210400.7538,1108718.4684,1575257.665,1853072.2999,1715280.6411,1885711.1619,1546049.2321,1599210.4897
11260600,2021,6,1.0,1214.0,1310.0,2841.0,3149.0,2815.0,3284.0,3158.0,1582.0,566.0,67.0,12015736.7395,1191593.2217,1085463.9169,1498098.895,1750139.8563,1627746.0435,1813858.8247,1498124.2732,1550711.6967
11260600,2021,7,1.0,1207.0,1312.0,2844.0,3148.0,2798.0,3291.0,3157.0,1589.0,566.0,66.0,12364277.1955,1128493.2397,1050822.0755,1568120.1411,1847828.1493,1682561.61,1900913.5541,1568038.8614,1617499.545
11260600,2021,8,2.0,1176.0,1301.0,2815.0,3144.0,2779.0,3268.0,3155.0,1589.0,577.0,63.0,12742547.6835,1159903.2128,1098222.4011,1612819.4437,1885957.4184,1758524.3682,1945850.4629,1600383.0959,1680887.212
11260600,2021,9,2.0,1168.0,1289.0,2794.0,3129.0,2770.0,3245.0,3166.0,1588.0,578.0,64.0,12517036.1306,1233701.7708,1123880.1456,1558638.9318,1828821.4659,1735625.1414,1861639.0329,1550422.1807,1624307.4983
11260600,2021,10,2.0,1151.0,1279.0,2784.0,3147.0,2725.0,3236.0,3173.0,1599.0,585.0,64.0,12877327.0432,1264261.7679,1149167.1312,1611831.6728,1902091.1494,1772531.5148,1905079.9931,1571166.5816,1701197.2298
11260600,2021,11,2.0,1140.0,1266.0,2770.0,3132.0,2720.0,3215.0,3188.0,1610.0,589.0,63.0,12326732.1796,1238300.8947,1117810.3492,1487136.012,1785835.2799,1700717.4231,1826726.3172,1527993.8645,1642211.9983
11260600,2021,12,1.0,1110.0,1262.0,2747.0,3133.0,2702.0,3193.0,3194.0,1609.0,595.0,65.0,12785298.5522,1270266.6294,1137709.5402,1560857.4307,1840049.7557,1749011.1672,1911028.342,1624710.8712,1691664.8224
11260610,2021,1,18.0,1054.0,1169.0,3755.0,3695.0,3473.0,4966.0,4139.0,2297.0,870.0,93.0,20692047.5033,1253598.9495,1317657.6713,2695875.315,2901636.3265,2879293.2689,3681752.8614,2895154.9249,3067078.223
11260610,2021,2,18.0,1047.0,1171.0,3759.0,3671.0,3466.0,4930.0,4165.0,2289.0,879.0,94.0,18507036.2552,1118698.7903,1181935.2232,2421050.1771,2583226.0421,2601203.6688,3314735.2124,2581252.1725,2704934.9253
11260610,2021,4,6.0,1028.0,1166.0,3741.0,3642.0,3410.0,4835.0,4179.0,2236.0,875.0,89.0,18986827.2391,1061032.8198,1182676.7297,2531350.1387,2687707.5393,2656807.7638,3394781.1324,2648762.9512,2823708.2264
11260610,2021,5,7.0,1022.0,1163.0,3716.0,3633.0,3383.0,4813.0,4192.0,2217.0,892.0,86.0,19858199.1247,1147302.5349,1256157.8298,2609156.5549,2847292.8633,2775096.8298,3553036.8579,2788547.1433,2881608.519
11260610,2021,6,7.0,1015.0,1160.0,3679.0,3649.0,3363.0,4799.0,4206.0,2207.0,902.0,88.0,18784796.8885,1089924.223,1189954.5642,2442246.5599,2697575.4777,2658940.5898,3341310.0554,2658360.8414,2706484.5253
11260610,2021,7,7.0,1041.0,1147.0,3681.0,3669.0,3374.0,4775.0,4228.0,2206.0,912.0,90.0,19346084.3807,1140616.1089,1232665.9827,2502434.0327,2799915.8181,2728323.8005,3438796.1675,2722455.2109,2780877.2684
11260610,2021,8,6.0,1037.0,1139.0,3672.0,3671.0,3380.0,4771.0,4255.0,2175.0,922.0,88.0,18966746.8169,1089417.665,1168653.2005,2456045.8257,2745344.5886,2679490.4265,3369512.9429,2686207.773,2772074.3697
11260610,2021,9,5.0,1036.0,1138.0,3652.0,3678.0,3355.0,4768.0,4258.0,2166.0,930.0,91.0,18268740.4209,1064383.8232,1110722.6163,2346227.9877,2641034.1347,2597251.4151,3249196.8579,2589728.6189,2670194.9708
11260610,2021,10,3.0,1021.0,1128.0,3649.0,3681.0,3334.0,4747.0,4281.0,2163.0,932.0,93.0,18717879.4871,1074816.8312,1138467.8111,2426295.5999,2736422.2396,2655325.565,3285629.1138,2634658.0498,2766264.2763
11260610,2021,11,3.0,1006.0,1124.0,3625.0,3666.0,3313.0,4742.0,4283.0,2154.0,940.0,90.0,18068843.1187,1023719.5961,1088846.1866,2298306.0833,2653189.4893,2583049.2107,3206041.9126,2542656.146,2673034.503
11260610,2021,12,1.0,1006.0,1108.0,3611.0,3664.0,3290.0,4733.0,4276.0,2152.0,947.0,87.0,19133035.5244,1065047.3826,1138933.5959,2432204.2781,2792353.701,2712556.9622,3417097.1238,2720030.2599,2854812.2247
11260620,2021,1,23.0,2357.0,3124.0,4968.0,4929.0,5880.0,5557.0,4737.0,2613.0,1002.0,132.0,20764204.7244,1431975.0954,1733399.4469,2709756.5428,3165192.2543,3364168.7879,3036380.6962,2578237.6824,2745094.1473
11260620,2021,2,22.0,2315.0,3109.0,4960.0,4867.0,5826.0,5557.0,4774.0,2617.0,1008.0,132.0,18403813.9718,1275514.1709,1533198.1918,2396106.2673,2793018.8627,2950771.2827,2709398.6027,2295856.4143,2449950.1582
11260620,2021,4,14.0,2279.0,3068.0,4970.0,4840.0,5744.0,5549.0,4794.0,2602.0,1024.0,132.0,19272432.3347,1437562.5015,1744338.4703,2532143.2081,2863638.0758,3042868.8037,2801130.8761,2349477.3339,2501273.0526
11260620,2021,5,13.0,2272.0,3063.0,4983.0,4809.0,5711.0,5549.0,4814.0,2590.0,1034.0,126.0,20065996.6932,1507931.358,1800526.6736,2634964.743,2975857.6616,3180043.5559,2936733.1427,2475994.2289,2553945.3254
11260620,2021,6,13.0,2260.0,3057.0,4966.0,4797.0,5703.0,5526.0,4831.0,2583.0,1038.0,125.0,19095944.6077,1484360.409,1779374.6824,2479921.0056,2753109.9121,3017244.8585,2798411.8748,2371184.0825,2412337.7499
11260620,2021,7,14.0,2252.0,3053.0,4943.0,4786.0,5682.0,5527.0,4834.0,2582.0,1046.0,125.0,19772431.5665,1511320.7707,1807129.3445,2602330.6189,2921780.0683,3122669.7007,2899373.8071,2449526.6437,2458300.5203
11260620,2021,8,14.0,2231.0,3056.0,4905.0,4754.0,5656.0,5514.0,4860.0,2589.0,1056.0,126.0,19626243.0744,1476523.7125,1775411.1545,2566202.767,2889428.5798,3114910.5939,2888804.9223,2453581.1191,2461380.2887
11260620,2021,9,14.0,2193.0,3042.0,4906.0,4728.0,5611.0,5530.0,4873.0,2592.0,1062.0,126.0,18833366.117,1391112.7689,1722602.2673,2444916.4127,2764070.9711,2987535.0841,2800847.8034,2342793.5968,2379487.1469
11260620,2021,10,14.0,2172.0,3029.0,4875.0,4729.0,5585.0,5543.0,4876.0,2584.0,1074.0,127.0,19234381.3405,1402765.9724,1744368.4705,2546968.035,2823119.1673,3054364.7146,2854789.1768,2412396.346,2395609.4037
11260620,2021,11,14.0,2148.0,3021.0,4846.0,4720.0,5548.0,5528.0,4882.0,2594.0,1078.0,126.0,18521534.5519,1389890.1696,1717559.2373,2388837.9222,2661416.3852,2915728.248,2766360.7832,2340656.908,2341084.8083
11260620,2021,12,14.0,2136.0,2991.0,4829.0,4706.0,5546.0,5536.0,4873.0,2611.0,1078.0,123.0,19612650.909,1487172.6618,1796810.4867,2514919.5387,2802806.3023,3091169.8441,2922590.3048,2488137.0789,2509044.7499
11260630,2021,1,11.0,1085.0,1228.0,2719.0,3098.0,2881.0,3255.0,2960.0,1565.0,553.0,61.0,13845001.1903,881125.7781,951816.473,1807007.3341,2233561.8631,2103249.866,2253457.2215,1831307.1722,1783475.4908
11260630,2021,2,11.0,1052.0,1217.0,2711.0,3089.0,2868.0,3270.0,2971.0,1562.0,554.0,64.0,12362274.2032,818897.6932,861108.101,1588746.5812,1978321.2814,1866942.5517,2023635.2606,1621941.2921,1602681.4141
11260630,2021,4,10.0,1034.0,1200.0,2692.0,3056.0,2836.0,3259.0,3011.0,1561.0,575.0,69.0,12780679.6457,798223.5721,851238.5468,1671760.9981,2069814.9785,1945732.907,2115746.2501,1686263.0983,1641899.3664
11260630,2021,5,3.0,1017.0,1195.0,2682.0,3024.0,2819.0,3233.0,2998.0,1529.0,577.0,61.0,13364213.7635,854262.742,905996.7539,1734699.8051,2148648.3245,2017882.3619,2233581.5467,1773992.3216,1695149.8798
11260630,2021,6,3.0,1005.0,1191.0,2671.0,3001.0,2816.0,3208.0,3001.0,1546.0,572.0,64.0,12985753.7783,842144.0646,888256.8643,1688544.7857,2085394.9005,1974318.0057,2166276.0765,1704968.8475,1635850.2588
11260630,2021,7,3.0,1000.0,1186.0,2661.0,2993.0,2802.0,3211.0,2994.0,1562.0,576.0,66.0,13876901.2539,942855.6014,991897.8263,1814289.0853,2231570.0428,2103743.7116,2279542.3974,1785099.4987,1727903.0744
11260630,2021,8,3.0,991.0,1168.0,2659.0,2963.0,2792.0,3198.0,3003.0,1539.0,589.0,66.0,13766892.6159,926097.3046,964801.5897,1817559.6679,2183897.7157,2085777.887,2276612.9487,1785894.2838,1726251.2207
11260630,2021,9,3.0,992.0,1161.0,2659.0,2938.0,2780.0,3196.0,3010.0,1546.0,592.0,67.0,13320702.7707,878963.3504,908385.108,1757580.1763,2104505.7786,2029342.5048,2223071.5879,1736319.3167,1682534.9464
11260630,2021,10,3.0,991.0,1153.0,2645.0,2924.0,2775.0,3185.0,3016.0,1552.0,595.0,65.0,13631468.3976,888622.1599,926976.0552,1832447.7754,2127596.1461,2095354.2187,2274793.0998,1772425.8641,1713253.0668
11260630,2021,11,3.0,965.0,1153.0,2645.0,2888.0,2757.0,3164.0,3018.0,1549.0,600.0,65.0,13178309.2474,847939.0556,896517.3693,1753032.6923,2030063.71,2013607.6973,2211231.932,1733558.4862,1692358.3164
11260630,2021,12,3.0,942.0,1149.0,2628.0,2850.0,2763.0,3152.0,3005.0,1554.0,606.0,66.0,13719237.1877,901256.2102,956829.2711,1840434.9393,2107545.0788,2090926.0326,2287758.0896,1768481.9544,1766005.593
11260655,2021,1,21.0,1491.0,1873.0,4206.0,4106.0,4127.0,5693.0,5122.0,2617.0,1018.0,156.0,27660172.6159,1792279.3257,2044492.8425,3444533.9656,3910265.1472,4104130.4856,4859340.6988,3916154.5074,3588975.6273
11260655,2021,2,22.0,1473.0,1875.0,4189.0,4092.0,4130.0,5683.0,5154.0,2644.0,1022.0,162.0,24795252.4439,1657055.0601,1852248.4295,3042518.3553,3487222.3761,3717943.0418,4333393.5708,3506006.0272,3198865.6034
11260655,2021,4,8.0,1460.0,1858.0,4177.0,4048.0,4061.0,5647.0,5174.0,2613.0,1009.0,151.0,26640364.2665,1780318.4451,2223939.148,3270954.0871,3647455.3698,3942585.4562,4652860.1839,3723381.6866,3398869.9196
11260655,2021,5,8.0,1459.0,1848.0,4173.0,4044.0,4053.0,5609.0,5191.0,2613.0,1016.0,151.0,27595039.309,1837404.1589,2245049.0495,3417369.0108,3853857.4032,4108664.7036,4809775.5663,3827284.2616,3495635.1623
11260655,2021,6,8.0,1456.0,1832.0,4158.0,4063.0,4032.0,5577.0,5225.0,2614.0,1028.0,152.0,26260713.5677,1721224.468,2129370.5478,3242985.6248,3664973.0697,3904051.3552,4646893.3541,3658936.3296,3292278.7655
11260655,2021,7,8.0,1450.0,1819.0,4115.0,4057.0,3996.0,5572.0,5226.0,2613.0,1022.0,155.0,26632950.8416,1749105.2917,2000511.6654,3277230.7123,3773564.8884,3978221.056,4728988.5733,3780334.5793,3344994.1384
11260655,2021,8,7.0,1599.0,1887.0,4159.0,4199.0,4140.0,5593.0,5272.0,2629.0,1034.0,156.0,26908184.445,1754509.2663,2044882.438,3312406.9834,3847442.5121,4007477.8109,4755433.3778,3803512.0714,3382519.9911
11260655,2021,9,8.0,1690.0,1960.0,4182.0,4339.0,4243.0,5659.0,5322.0,2617.0,1056.0,160.0,26260281.4017,1751488.5254,2133639.089,3168265.2261,3781337.6136,3944119.2451,4583396.0967,3646315.5763,3251720.0035
11260655,2021,10,8.0,1720.0,1981.0,4189.0,4399.0,4267.0,5673.0,5345.0,2640.0,1059.0,160.0,26751931.8225,1791681.7896,2162393.2633,3216260.0937,3881396.9652,4050593.579,4655647.9499,3701023.4029,3292934.8046
11260655,2021,11,8.0,1796.0,2004.0,4192.0,4436.0,4328.0,5677.0,5392.0,2653.0,1069.0,158.0,25885215.7091,1725999.822,2093846.0143,3103387.5778,3740302.5309,3911502.2579,4497824.6475,3599360.3876,3212992.4398
11260655,2021,12,8.0,1858.0,2031.0,4206.0,4608.0,4433.0,5689.0,5423.0,2645.0,1097.0,157.0,27207314.274,1850292.5804,2180321.0055,3272420.3391,3982147.7836,4118946.7945,4672285.9111,3762150.1014,3368749.7331
11260660,2021,1,15.0,795.0,1168.0,2329.0,2153.0,2431.0,3304.0,2762.0,1478.0,573.0,94.0,9602590.3671,543455.2408,708775.2205,1245562.2599,1256335.0102,1370542.0595,1751862.6042,1331753.5799,1394304.4039
11260660,2021,2,15.0,781.0,1168.0,2313.0,2121.0,2418.0,3291.0,2786.0,1474.0,574.0,98.0,8480658.6056,460869.3189,625399.9089,1075874.8497,1111354.0936,1228970.3504,1554821.9142,1184474.9142,1238893.2247
11260660,2021,4,15.0,746.0,1139.0,2306.0,2036.0,2365.0,3259.0,2808.0,1472.0,571.0,99.0,8717288.4741,517298.2772,690958.8449,1114997.3739,1097252.0791,1264154.9847,1584074.9216,1193525.639,1255026.3284
11260660,2021,5,2.0,741.0,1122.0,2287.0,2029.0,2332.0,3251.0,2809.0,1456.0,566.0,91.0,9182373.2186,542217.5407,709493.356,1183929.2804,1159657.9364,1335829.9648,1656109.1763,1287441.4426,1307694.4834
11260660,2021,6,2.0,747.0,1118.0,2280.0,2030.0,2317.0,3242.0,2817.0,1460.0,566.0,93.0,8741406.0403,521812.6566,689505.9227,1129556.7312,1092694.8811,1265699.1106,1583469.3408,1211647.2474,1247020.0791
11260660,2021,7,2.0,736.0,1103.0,2270.0,2028.0,2289.0,3220.0,2836.0,1466.0,568.0,95.0,9215970.7924,547194.1782,723665.512,1209626.7348,1164906.1455,1307038.8547,1653947.1191,1300484.1419,1309108.0798
11260660,2021,8,3.0,703.0,1080.0,2253.0,2027.0,2259.0,3203.0,2847.0,1460.0,579.0,92.0,9372923.046,554307.7315999999,728615.0327,1226087.467,1174345.5892,1331530.302,1698221.3824,1348831.2242,1310984.3525
11260660,2021,9,3.0,690.0,1074.0,2223.0,2020.0,2244.0,3216.0,2854.0,1464.0,576.0,89.0,8977402.6895,539136.4671,697888.2945,1170528.7196,1133925.0045,1280715.8882,1608564.5765,1298100.4855,1248543.2514
11260660,2021,10,3.0,684.0,1062.0,2196.0,2022.0,2228.0,3192.0,2864.0,1464.0,575.0,91.0,9164955.9272,548365.8545,717445.2666,1208034.6387,1154279.3141,1281622.7882,1632393.633,1345024.5734,1277789.876
11260660,2021,11,1.0,694.0,1036.0,2180.0,2015.0,2224.0,3178.0,2868.0,1468.0,586.0,94.0,8773462.8894,546394.1281,708587.0515,1116145.2269,1071204.1907,1210481.552,1565578.3514,1301679.7349,1253392.6576
11260660,2021,12,2.0,691.0,1040.0,2163.0,2029.0,2221.0,3180.0,2873.0,1475.0,591.0,94.0,9159175.7616,527496.9142,702225.7185,1166124.2353,1137952.1825,1281149.695,1643137.5098,1362365.2969,1338724.2219
11260680,2021,1,15.0,3311.0,3785.0,4908.0,5045.0,6000.0,6561.0,5566.0,2825.0,1261.0,223.0,26555612.7748,3093628.8385,2626326.0729,2893021.2782,3555590.8914,4013356.5759,4160601.5297,3199756.3092,3013331.2635
11260680,2021,2,15.0,3257.0,3768.0,4880.0,4971.0,5961.0,6545.0,5619.0,2816.0,1267.0,227.0,23782009.5237,2761936.2448,2336654.7308,2610800.0218,3177587.0142,3614144.7939,3735286.952,2855204.9782,2690394.7164
11260680,2021,4,11.0,3202.0,3755.0,4846.0,4929.0,5904.0,6456.0,5665.0,2810.0,1266.0,224.0,24318313.6188,2685779.6565,2314377.3561,2662817.675,3282162.4655,3714181.1698,3868117.7254,2963388.8455,2827488.6852
11260680,2021,5,10.0,3182.0,3746.0,4861.0,4877.0,5892.0,6443.0,5706.0,2803.0,1275.0,223.0,25057978.5031,2757721.3912,2386884.9626,2746402.8964,3353037.5783,3841786.1775,3996694.3934,3048904.3774,2926546.7287
11260680,2021,6,10.0,3158.0,3746.0,4846.0,4838.0,5896.0,6434.0,5736.0,2812.0,1278.0,220.0,24217451.52,2612151.6839,2298403.4119,2653208.2683,3211498.2078,3725244.4304,3883389.9964,2972450.6061,2861104.9823
11260680,2021,7,10.0,3123.0,3750.0,4820.0,4786.0,5887.0,6425.0,5747.0,2828.0,1279.0,221.0,25553072.1764,2854873.1635,2497230.1609,2767161.1349,3395855.0827,3886054.2163,4062908.1998,3103383.912,2985606.2497
11260680,2021,8,10.0,3065.0,3724.0,4779.0,4724.0,5830.0,6389.0,5751.0,2831.0,1284.0,215.0,25297888.5542,2782678.291,2429283.6329,2760339.035,3396376.7338,3883328.5232,4013378.5438,3094513.7252,2937989.9792
11260680,2021,9,10.0,3031.0,3732.0,4753.0,4702.0,5816.0,6367.0,5784.0,2837.0,1279.0,213.0,24926842.6961,2677471.7111,2328345.703,2739498.7762,3380929.0195,3861084.7518,3954414.8573,3056464.1434,2928633.7207
11260680,2021,10,9.0,3006.0,3781.0,4704.0,4710.0,5850.0,6358.0,5789.0,2849.0,1289.0,213.0,26053753.7464,2847839.1012,2470659.5961,2826728.6451,3500030.3843,4037717.8933,4128291.9601,3162276.706,3080209.4226
11260680,2021,11,10.0,2949.0,3778.0,4711.0,4710.0,5842.0,6364.0,5815.0,2835.0,1309.0,211.0,25277617.4231,2729699.0133,2394448.6913,2697331.7065,3424453.7546,3924307.215,4017473.3197,3096764.7027,2993139.0094
11260680,2021,12,10.0,2893.0,3790.0,4726.0,4690.0,5857.0,6360.0,5830.0,2835.0,1313.0,208.0,26271737.6725,2753492.0041,2437721.6104,2874716.9201,3561018.1259,4074988.8855,4188730.7955,3271259.7202,3109809.6287
11260690,2021,1,5.0,1366.0,1737.0,2588.0,2924.0,3215.0,3544.0,3300.0,1616.0,769.0,100.0,14429121.7134,1084166.5467,1388413.2333,1649563.7935,2050137.0564,2080976.2065,2322674.5599,1863647.8345,1989542.4642
11260690,2021,2,5.0,1340.0,1725.0,2525.0,2907.0,3200.0,3531.0,3295.0,1613.0,777.0,100.0,12805982.3942,984466.8826,1249536.6549,1440601.6742,1802203.4359,1862447.9156,2062533.1703,1625145.1102,1779047.5399
11260690,2021,4,6.0,1314.0,1718.0,2527.0,2889.0,3160.0,3504.0,3329.0,1621.0,785.0,101.0,13245578.0834,993565.6546,1293895.8616,1494035.8953,1893356.9062,1944032.6299,2120325.1943,1680173.3174,1826192.5982
11260690,2021,5,4.0,1302.0,1697.0,2511.0,2878.0,3141.0,3496.0,3341.0,1629.0,790.0,100.0,13543327.5418,1000257.7521,1320027.2312,1523961.9281,1939655.3309,1969658.4396,2197633.332,1729981.0302,1862152.5193
11260690,2021,6,4.0,1302.0,1669.0,2497.0,2873.0,3130.0,3490.0,3337.0,1631.0,802.0,101.0,13233771.9992,994888.5887,1312700.2901,1458919.865,1875377.3772,1897468.7499,2144795.9647,1721022.644,1828598.4296
11260690,2021,7,4.0,1288.0,1670.0,2479.0,2851.0,3118.0,3478.0,3363.0,1626.0,805.0,103.0,13673297.2683,1026307.555,1377610.3845,1511321.7377,1928019.0811,1956663.5648,2228214.8805,1771479.6955,1873680.409
11260690,2021,8,4.0,1264.0,1653.0,2464.0,2852.0,3068.0,3478.0,3371.0,1625.0,803.0,109.0,13502679.3712,1006787.3343,1347054.3977,1496468.6384,1891239.3199,1935426.7194,2196253.8311,1778082.4142,1851366.7416
11260690,2021,9,5.0,1235.0,1644.0,2465.0,2831.0,3045.0,3481.0,3379.0,1619.0,801.0,111.0,12954101.3377,960345.8456,1262700.7633,1453823.7757,1817321.4636,1884012.0076,2114719.8218,1684041.5006,1777136.1775
11260690,2021,10,5.0,1236.0,1641.0,2453.0,2820.0,3053.0,3461.0,3383.0,1626.0,800.0,111.0,13245112.7928,977265.6823,1308656.5663,1478971.6833,1854651.7468,1914655.1451,2171130.796,1698703.6235,1841077.5279
11260690,2021,11,5.0,1200.0,1634.0,2429.0,2816.0,3038.0,3462.0,3376.0,1632.0,810.0,112.0,12791728.593,963321.6519,1288410.4706,1389098.7517,1788160.1174,1833314.7654,2098140.2124,1658268.9697,1773013.6509
11260690,2021,12,5.0,1172.0,1630.0,2408.0,2801.0,3016.0,3457.0,3385.0,1640.0,809.0,112.0,13416588.7842,986671.5757,1338257.4999,1453903.2216,1892223.226,1911555.3403,2194039.2687,1771244.5208,1868694.1382
11290525,2021,1,16.0,772.0,1192.0,2807.0,2519.0,2563.0,2757.0,2060.0,1365.0,684.0,134.0,15790741.5618,922278.1585,1342223.7189,2317487.0537,2339735.6037,2467837.0249,2471172.4226,1825683.332,2104324.2628
11290525,2021,2,17.0,765.0,1189.0,2776.0,2512.0,2565.0,2763.0,2075.0,1365.0,700.0,132.0,14083463.1348,842105.7444,1191624.6407,2013285.7622,2100979.1515,2214043.0237,2223339.8334,1630283.475,1867801.4957
11290525,2021,4,18.0,758.0,1169.0,2783.0,2466.0,2530.0,2729.0,2096.0,1317.0,705.0,129.0,15492296.3201,1039147.3454,1558142.0566,2192198.2852,2251510.2357,2418932.0006,2351204.1445,1739832.0439,1941330.2279
11290525,2021,5,17.0,756.0,1162.0,2781.0,2457.0,2518.0,2741.0,2095.0,1310.0,710.0,132.0,16061838.2951,1060088.0695,1596277.2297,2274354.4478,2334872.522,2487470.837,2453953.0757,1807275.2537,2047546.8661
11290525,2021,6,17.0,760.0,1168.0,2761.0,2466.0,2534.0,2750.0,2088.0,1307.0,712.0,135.0,15416799.8459,1023608.918,1606264.9642,2149761.8244,2227538.2959,2379648.7652,2367589.6712,1715097.3097,1947290.0757
11290525,2021,7,19.0,754.0,1165.0,2765.0,2460.0,2540.0,2753.0,2096.0,1298.0,710.0,136.0,15554346.482,960071.4269,1446283.2075,2206641.7633,2319734.3233,2393499.6298,2441777.6022,1756792.3783,2029546.1673
11290525,2021,8,19.0,753.0,1155.0,2769.0,2470.0,2516.0,2753.0,2098.0,1289.0,711.0,135.0,15855384.8557,952157.4305,1481059.583,2226505.5626,2345584.6258,2440904.5868,2499811.4891,1813350.9551,2096010.6073
11290525,2021,9,19.0,740.0,1155.0,2752.0,2481.0,2510.0,2752.0,2092.0,1289.0,716.0,136.0,15593509.8847,951264.3255,1571845.7257,2134483.237,2306164.6361,2390784.3986,2437044.1013,1772334.1772,2029589.3219
