년도,행정동코드,총생활인구수,연령대0_생활인구,연령대10_생활인구,연령대20_생활인구,연령대30_생활인구,연령대40_생활인구,연령대50_생활인구,연령대60_생활인구,연령대70이상_생활인구
2021,11230650,302662683.9562,17284914.5426,17760629.7592,41764986.632,58357425.36,52769075.9291,47061150.0709,36501875.3297,31162626.3037
2021,11230660,244623300.2487,22768090.6388,24262637.9626,27708775.6769,38960162.9854,41973073.6838,35655929.3026,26277814.0991,27016815.8154
2021,11230705,160452055.0725,6673194.1348,9807867.8045,22322273.2321,20490684.1115,21763226.8875,25866077.2785,24282355.2842,29246376.263
2021,11230710,179388215.5584,8634172.383200001,15826199.5211,56525272.745,23787740.2151,20661448.7237,19465494.8486,14911809.579,19576077.5941
2021,11230720,143851531.5779,5794108.8621,11127615.5941,40080569.4126,20549352.1058,18053537.8215,18738859.9386,14090898.1954,15416589.6657
2021,11230730,173644632.2904,10907053.3004,17844725.7756,39015506.3074,22265544.2533,23039101.0485,23263853.3046,17964035.9369,19344812.2941
2021,11230740,203541051.1366,8235253.192299999,20770672.1524,68260222.9467,23599006.8357,23703290.1533,22271133.7088,16483636.7493,20217835.5827
2021,11230750,141211751.4436,10498299.6082,14550870.7327,17477563.0855,18683880.0639,22440941.0479,20039644.5146,15831607.0304,21688945.506
2021,11260520,184213115.694,13364614.0678,14358527.5135,22422420.5972,25242865.8707,28796596.5938,32542347.7109,22551429.3041,24934314.1618
2021,11260540,149741610.866,11110561.2025,11298367.2899,17920262.3442,23691682.5259,23434184.24,23270101.1135,20197459.4241,18818992.7581
2021,11260550,95817923.2171,6754588.4471,7415825.6939,10989827.5594,15392835.3804,15336668.1402,16061135.5111,12055924.4332,11811118.0524
2021,11260565,249576733.5081,14297740.3606,16457181.0768,36458096.1444,39349472.5728,36497060.6492,44281773.5229,30758058.6796,31477350.3811
2021,11260570,177826190.7893,11150959.8514,11722890.2151,22458679.836,27253795.5431,26871103.2385,29029892.7959,24236169.5813,25102699.6655
2021,11260575,175877670.8111,9742113.9351,13310046.0647,25385260.2311,26049533.686,26636723.9915,29640972.7054,22123737.9753,22989282.2289
2021,11260580,163965886.7497,12620098.4311,14605564.9363,22588674.2516,26194964.0562,23550731.341,26034554.8267,19771678.9263,18599619.9277
2021,11260590,217253801.9711,8541245.3124,10089547.9617,40851403.1103,41599662.2295,32414031.3181,35510401.7516,25469293.1209,22778217.12
2021,11260600,149403583.7515,14381802.9473,13194371.109,18757712.8612,22059306.5723,20526711.2921,22484131.1281,18673879.1225,19325668.6126
2021,11260610,229206329.9598,13269891.9582,14236900.494,29829384.9356,32885331.5997,32304214.326,40819524.4945,32239744.1454,33621338.0186
2021,11260620,233243368.2212,17260236.0071,20927886.9264,30461536.2129,34405417.051,36992001.7956,34343022.2966,29025082.8223,29828184.7661
2021,11260630,160211865.914,10414054.7219,10971595.7325,21075163.49,25462949.37,24359888.0803,26563769.7279,20964774.9194,20399669.8697
2021,11260655,320022219.0797,21225932.8853,25399884.1837,39157740.3211,45333413.0041,47849485.575,55978989.5429,44740349.453,40336424.0311
2021,11260660,108601255.814,6388836.3578,8423772.5775,14025286.8448,13733033.972,15473674.8953,19614298.4496,15431149.9781,15511202.6449
2021,11260680,302923907.4014,33392284.7787,28947385.8128,33066612.0352,40712606.5193,46455608.0912,48097152.1468,36937456.5629,35314801.1907
2021,11260690,160707173.3766,12019439.8075,15830044.901,17923985.7305,22700858.6757,23208726.1071,26082813.5063,20748675.3304,22192629.2612
2021,11290525,187695411.7609,11865191.6145,18175463.7586,26326900.7799,27658434.7275,28912175.7273,29190418.5651,21313571.9673,24253254.6821
2021,11290555,223223942.5682,12419452.528,22305912.8227,44415820.1665,34722682.8248,34533289.6853,31326226.3003,20637728.6072,22862829.5429
2021,11290575,225068958.5334,13011194.81,25033925.8711,55264119.3792,33420915.3872,31986895.6627,26989002.781,18205834.7983,21157069.7532
2021,11290580,120124719.5664,8201795.0565,13694927.2454,13979902.3816,15365651.0748,18039911.2667,18340187.626,15345193.8486,17157150.978
2021,11290590,133859165.9454,14500476.8849,16589322.1522,13930334.9646,17479221.2158,22369453.7821,20030068.2323,13868555.9366,15091732.7444
2021,11290600,216834398.0115,6042721.9413,22978882.3728,76288537.2832,29524175.9887,22546900.337,23515488.9286,16747648.9553,19190042.0286
2021,11290610,138683681.1297,9168282.2118,10011524.3778,24277948.6661,21426263.0403,19790685.5658,21762588.5601,15789031.0093,16457357.6502
2021,11290620,126846483.9889,11825742.2114,14349978.7216,14494434.5679,17104560.6932,21877046.447,18417909.1595,13133697.9912,15643114.1084
2021,11290630,179549403.75,15166144.4751,16249073.1254,24051296.8705,25352115.4619,27672030.2673,26007367.7028,21467285.7691,23584090.1756
2021,11290640,131745669.1189,6562845.8475,12275590.8328,34134361.1266,16361152.2789,15846343.435,16713476.304,13436645.413,16415253.8844
2021,11290650,164185271.9542,12013952.1382,15476126.3082,21639702.1803,21432519.3048,25903511.9135,22592481.5029,20928404.5142,24198574.2065
2021,11290660,310127640.8687,44707818.967,46085239.0342,27830030.7383,36204983.7276,58448364.0241,38999800.5735,26189059.8526,31662343.7672
2021,11290685,144643974.9257,10597244.2492,14227766.3276,16822792.2573,20044700.9537,24906680.9537,22355195.1237,16709354.9968,18980240.0435
2021,11290705,342120934.6787,25273562.2107,34589591.3618,55308345.8256,46177050.4059,51313420.9885,50268248.557,36091169.5423,43099545.9211
2021,11290715,204912652.775,21814164.9191,24465424.0543,23364734.4544,27303416.8166,32371425.2907,28927339.1077,21846949.4071,24819198.5893
2021,11290725,203654747.9824,15257929.3901,17667330.6227,34653715.6729,30067159.8959,29616542.5097,30033544.7367,23020342.7084,23338182.434
2021,11290760,168048248.2585,12259793.8711,17228482.7908,21268858.7485,22652314.6782,25413788.2937,27136847.7381,21153346.0054,20934815.8828
2021,11290770,106953463.3139,6204162.3101,8659908.448,14508709.7974,13786055.2634,15626358.9806,17189345.3998,14602799.5299,16376123.586
2021,11290780,62536316.3472,4288182.8534,5855541.2547,8290515.5406,9308906.5554,10095073.1563,9355897.7756,7915949.0337,7426250.1996
2021,11290810,252328853.3576,17114293.1317,19943451.4381,36496706.2417,34211340.8103,38271581.5114,38416829.5147,31816918.3854,36057732.4262
2021,11305534,210693278.0094,14921073.0025,20135385.5134,24244269.2101,26838397.0623,31610910.4231,32734722.5463,26212275.7555,33996244.3775
2021,11305535,196330810.7396,7710256.0123,13408331.5675,32169634.551,25107799.3824,27219192.5318,33487640.9078,26621017.9469,30606937.9768
2021,11305545,304956710.7858,18115282.9846,25038080.4221,41949818.2132,40456187.9035,45920492.3124,49657742.7839,38115158.4256,45703947.8235
2021,11305555,235243155.1527,14898373.2862,20461184.5994,25755823.9135,28922242.1744,36415413.5779,39347260.9961,30738212.9879,38704643.7249
2021,11305575,204386507.5573,23522250.4386,27135244.7917,17523488.2266,24093237.7423,38681403.7483,28187746.8822,19994594.108,25248541.5467
2021,11305590,162714660.1733,6350405.9351,10253469.0107,27941058.849200003,23582191.8947,25833454.8105,26006251.5975,19525869.2253,23221958.9025
2021,11305600,122566083.2884,7783833.9769,10132303.8522,15281846.7884,14530887.0613,17692786.6402,19105574.5624,16578305.5651,21460544.9864
2021,11305606,139219091.014,10323430.859,12322964.2202,14309150.1603,15124295.4135,21416012.2588,21614585.8161,18682226.3292,25426425.7556
2021,11305610,165576918.3549,9651698.1215,12987571.4358,23405902.4307,20555466.0694,22705388.0968,26741888.5307,22200346.5025,27328657.3311
2021,11305620,172282177.0885,11727567.11,13850322.1621,20765621.3207,20659880.186,25210237.3972,27717011.3762,23252686.125,29098851.3569
2021,11305630,241857682.3587,9995482.1327,13734019.7268,46040164.4147,35396722.1944,36388284.3311,38950328.9481,29385988.7521,31966691.7596
2021,11305645,164836775.7204,9863402.0001,12378736.8796,21689018.702,20989674.8913,23767456.0053,26073937.0297,22097873.4851,27976676.7907
2021,11305660,256613513.4886,18239176.2287,19209712.7361,32666507.6762,32441807.0685,36667821.9011,40772672.4648,33607623.118,43008192.3522
2021,11320511,197564798.0049,12330378.6329,17892119.5499,24818715.8393,27700029.5425,31148978.372,30960368.4053,25123623.7963,27590583.8965
2021,11320512,255592511.6343,18138645.8863,20984131.0784,33618691.5406,37471037.7012,38559056.7348,40110786.2515,32042004.1747,34668158.2807
2021,11320513,98346960.4483,7495988.8133,8307814.098,11590747.9204,10770904.0431,15463021.8543,16691705.5244,12608401.8652,15418376.2844
2021,11320514,263202162.3787,17844752.5189,27761288.9424,30630912.0802,33776115.1523,41208216.6804,44903374.2062,32786185.3518,34291317.3963
2021,11320515,180618869.7515,14221798.0096,16804398.405,23492190.7557,25131545.1848,26756614.5617,28089202.9657,23991175.5748,22131944.2545
2021,11320521,157173454.3079,8993637.4626,10132628.5165,16745899.8388,17618340.0147,20745561.7497,26633025.5378,25498603.9116,30805757.3185
2021,11320522,179403057.6584,13998546.3482,12973580.6373,19978091.6044,23054916.9394,26153273.1839,27813761.4713,26825222.5705,28605665.0454
2021,11320660,151267413.4477,9747129.9073,14700278.5326,20287181.1739,18053467.5687,22445706.9299,22444404.5509,20573664.592,23015580.1916
2021,11320670,157843488.3797,10688255.9037,14193498.4988,19409315.7501,22227330.4323,22679867.0553,24498604.2971,21415306.3622,22731310.0501
2021,11320680,137297736.1267,8711124.7281,10302894.6507,20107642.5147,19957726.8282,19823986.4798,21152661.9322,17229480.4939,20012218.45
2021,11320681,122802394.9073,9198473.385,16101910.2602,13422234.6716,15103011.9796,17096696.2263,19630922.3212,16712590.4994,15536555.7634
2021,11320690,212229038.9706,13745745.2151,17355109.5638,25713393.8313,27415059.3206,31626296.0565,36735112.6435,29595948.5669,30042373.6174
2021,11320700,110298786.2665,6694953.9043,9085211.4619,12578178.3188,12506065.5052,15321801.9507,18347245.4274,15947774.2711,19817555.4309
2021,11320710,184771690.2766,15051459.0557,19260307.0215,18945515.9733,20489854.1052,25706735.0054,29033449.2514,26990715.1176,29293654.661
2021,11350560,211595684.0749,14425891.9901,20444354.4913,40060973.8785,27159692.4867,31722090.6837,27283337.8347,24433486.165,26065856.4331
2021,11350570,179735221.134,15233991.3068,18690189.9065,19382569.3112,21019292.87,26099361.786,26948080.3944,23015458.4162,29346277.1586
2021,11350580,235153598.3552,23584606.7432,19367848.9977,25643224.119,33099318.8935,36097338.6658,35116246.6591,29783944.1715,32461069.9312
2021,11350595,381497657.878,26828335.4464,30970092.189,63296303.0858,53865610.6411,56706730.1796,56114356.4428,47797006.3143,45919223.7521
2021,11350600,369894929.542,28645799.3083,48952347.2752,72424334.7729,45863984.078,54254835.5141,48696985.8165,35824494.5885,35232148.0779
2021,11350611,234756771.9505,11169077.938,35213076.2868,34102667.8756,24461200.5665,35059155.7164,38593900.4458,28296219.2961,27861473.737
2021,11350612,137751415.40899998,10610531.9139,18824266.0689,16600497.0413,16321365.4591,22340156.8661,21752606.4163,15784764.0226,15517227.6126
2021,11350619,196425230.4956,16514383.582,49823222.0233,19328116.2326,14762893.2977,37241605.1205,29212637.0581,14581260.3105,14961113.0773
2021,11350621,230605662.8481,18494752.4072,57711313.4073,21647426.1317,17498884.2846,45192632.9834,33295650.4178,17893684.6775,18871318.5627
2021,11350624,156852863.1303,11654436.4764,22056217.1636,16443219.9911,14530130.5298,24860455.9635,24356805.6065,17871556.3378,25080041.0193
2021,11350625,296478768.6123,24184372.0751,36282337.5472,32648707.6578,35337854.2272,48545896.3156,44635316.0616,33376676.9629,41467607.7351
2021,11350630,345654021.9383,27812319.6662,33687813.9332,39345268.7047,43840504.1029,49211618.5268,55950784.694,47891068.818,47914643.5681
2021,11350640,251356965.398,13745226.3114,27292149.4154,40107290.6737,31365071.0472,36276993.4183,41888433.1584,31022645.7932,29659155.6095
2021,11350665,188028457.725,10975117.8459,16401239.2277,20616736.2086,20358120.8543,26600982.9586,31697600.3961,28480890.7273,32897769.5342
2021,11350670,179080614.173,11353435.2923,18521864.1307,21585363.0672,19681299.7135,25376218.595,29671681.0289,24451838.1052,28438914.3995
2021,11350695,418871150.5374,33574716.2825,44899654.955,55607565.1907,57555537.6053,64313314.1155,66290662.8993,46523398.8478,50106300.665800005
2021,11350700,155827107.0462,21118117.6839,17231738.4927,15756642.5425,26438075.6139,23140985.2895,20039501.9419,15988088.6076,16113956.8415
2021,11350710,155005212.1278,13961965.3845,19889299.1051,17242345.373800002,20049698.1411,23245598.3141,22941048.3302,19153597.447,18521660.0293
2021,11350720,126210489.9719,9567544.3072,13645417.402,17655887.0311,17813201.1566,18667065.165,20052918.4596,14645524.8134,14162931.6781
2021,11380510,297967468.2207,17885652.6028,20596828.8029,38544063.9036,49336477.2718,46567532.804,46990456.4852,37273089.9725,40773366.3852
2021,11380520,290264974.0021,20465408.5462,21399023.1772,35787748.2563,39900339.6159,42262129.8116,46475482.5596,37367505.54,46607336.5094
2021,11380530,194465651.6716,10419851.0082,16063679.5615,26290484.8333,27488223.5777,28263826.0158,31248689.0063,26073089.4291,28617808.1236
2021,11380551,212614220.5599,10216515.8507,17917319.2845,34285086.6404,30317009.7199,30825484.8148,33773195.7003,26802342.4666,28477265.9948
2021,11380552,205443366.8538,14360818.0563,23005615.6254,28579484.0428,27894852.3462,33681279.074,29219615.0932,22639063.8897,26062638.8035
2021,11380560,230589903.9924,17689993.53,27435425.1118,27009553.5565,30123605.3867,34926316.5958,34612824.6325,26461354.8952,32330830.2343
2021,11380570,305973824.7563,18673915.2156,23592724.4494,43327678.5184,51718210.2341,46870338.7163,46902909.7351,37185059.8701,37702988.0062
2021,11380580,232216534.6201,15436958.2181,24988077.284,27944777.2676,41425274.749,39599839.9296,32154066.2722,23603726.7073,27063814.1903
2021,11380590,147386155.0689,18544229.0564,14086284.9002,13145491.4257,26257428.5535,27781319.7306,17809234.3614,14269661.3076,15492505.6614
2021,11380600,207249206.9035,10989588.2114,16618211.56,26269590.8334,33037025.7911,34617640.4416,31306081.2936,25214696.021,29196372.7187
2021,11380625,377367249.8121,31813002.1167,33646214.3368,47794029.5352,56501532.7848,61166232.3286,56270676.1521,41530137.1835,48645425.2741
2021,11380631,213766413.542,16549979.0143,19395158.8641,27131158.8515,32683125.6282,33500819.8286,32016848.2749,25133040.5615,27356282.6226
2021,11380632,133250135.7502,9338614.8552,13897630.2741,15914318.2458,18689593.6156,20189530.4784,20003142.2795,17250925.3446,17966380.6564
2021,11380640,109224646.9474,6951908.0268,9120933.764,14515821.4778,15866933.2445,16547361.8111,17092494.590800002,14189694.5442,14939499.6188
2021,11380650,103637942.2005,4622043.8981,7305617.2889,14371973.5691,18511323.1913,17186466.0505,17340846.974,12302534.9441,11997135.9287
2021,11380690,550769961.6684,56338018.3271,75580977.58669999,59217821.0296,71419307.70910001,96264144.3629,75785295.7952,57152137.5408,59012259.1487
2021,11410520,148510918.1143,11027332.9637,14183892.3612,18174443.8038,21181385.5741,25023230.3711,23509123.0425,16036292.124,19375217.5126
2021,11410555,327090905.7223,23958247.36,19792969.3842,48802594.6132,68051142.9804,63721964.2933,48578727.1033,29110325.3919,25074934.566
2021,11410565,331302586.5568,12678854.0197,24963264.8464,55111445.6677,66481547.2092,63391107.1545,50362993.8583,29406452.4118,28906921.3558
2021,11410585,424059789.7055,11114047.4288,27254975.8066,158548995.824,75333336.5264,50118006.2786,45237314.2266,28579463.7545,27873649.9538
2021,11410615,333156787.69,16048585.1972,25126805.7522,74867097.6953,57313755.4562,51389492.7919,44739726.5459,30171033.9355,33500290.1042
2021,11410620,209491404.5751,14551143.8536,20237297.5037,26190499.2775,27577806.0448,31392056.2964,33300085.7674,26162601.5884,30079914.3204
2021,11410640,141184473.5707,9334782.2837,13199092.0666,16398590.5363,17342083.1667,19907905.1735,23212699.6651,18321317.8055,23468002.9904
2021,11410655,84012953.1371,6574482.0131,7944045.5616,9626750.2133,11284837.1095,12997090.2139,13649137.8237,10740756.0523,11195854.1103
2021,11410660,127746246.1456,8522512.3721,12135819.0317,15089435.6775,17316326.1389,18481908.9221,20966509.0403,16675671.7869,18558063.08
2021,11410685,228742252.9541,13624698.0146,23450310.826,33588526.3454,31327909.0015,34811622.4331,35172819.7024,26781932.6091,29984434.0985
2021,11410690,125988498.7708,20871139.9957,11871920.7335,12029746.9697,18577229.5235,22709671.6554,15928086.7892,11505478.6741,12495224.377
2021,11410700,177532314.7825,11094649.1139,16929368.0539,32142233.3564,27415826.0737,27997969.0047,25200449.591,17521762.591,19230057.0088
2021,11410710,126298707.2377,13065824.8538,15250455.7376,12665709.973,16770163.3529,22377168.532,18275017.4859,13053756.2785,14840611.1196
2021,11410720,312523342.2629,20854185.4295,28910019.8843,43514399.1734,47928893.646,49596210.2603,45273596.8529,35683272.539,40762764.4669
2021,11440555,233469364.9553,25409734.3402,16253975.7527,29819164.3772,47598323.301,41712343.7962,32688667.7338,22266122.4537,17721033.2417
2021,11440565,331468138.9329,20882890.0317,22464283.3788,49631560.761,65539326.0369,57252870.2341,51649365.4118,33613112.6838,30434730.4153
2021,11440585,174551367.9825,12312172.1554,12307812.8558,22556999.9794,33134300.776,29828840.9782,26618917.8451,19279799.8579,18512523.5153
2021,11440590,258366495.8397,26176029.6238,20671520.1544,28294260.1988,47002868.2587,51411825.54,36349937.4784,24012110.8551,24447943.7524
2021,11440600,180648202.3061,6784455.175,16030539.5193,51839599.7069,29432681.8567,26913706.8816,21384220.2865,14084484.8889,14178514.1088
2021,11440610,109263437.0895,7803070.861,12620152.4577,16812857.5016,19278761.2611,20561455.2941,14243679.4883,8981671.2481,8961788.8941
2021,11440630,162258539.2379,11851664.8452,15282988.7243,25047512.8847,27282602.875,28164875.3557,22806818.6385,15068538.0955,16753537.8686
2021,11440655,233609688.8917,13848713.5378,19136175.0762,54762714.1633,42804674.4743,36169681.008,27988859.066,18855598.0725,20043273.6377
2021,11440660,554458811.1544,11763143.8026,39221671.9495,174924113.8953,121313914.2453,84155587.5071,55682393.3541,32938794.9948,34459191.3882
2021,11440680,193436578.1722,7783202.6333,8839322.662,43423842.1842,46304118.8891,31739346.9453,23738894.8901,16493479.0967,15114370.8993
2021,11440690,172670738.035,9085324.3956,11754492.4856,30938144.1647,37453619.408,28867753.5441,21246809.5225,15097125.2999,18227469.2755
