행정동코드,연도,월,연령대_I00,연령대_0_거주인구수,연령대_10_거주인구수,연령대_20_거주인구수,연령대_30_거주인구수,연령대_40_거주인구수,연령대_50_거주인구수,연령대_60_거주인구수,연령대_70_거주인구수,연령대_80_거주인구수,연령대_90_거주인구수
11230740,2021,11,3,665,1171,4794,2149,2254,2588,2165,1415,717,82
11230740,2021,12,3,667,1166,4791,2174,2239,2608,2155,1411,724,81
11230750,2021,1,8,1277,1812,2824,2492,3208,3402,2756,1820,701,102
11230750,2021,2,11,1256,1811,2796,2477,3197,3413,2756,1835,700,100
11230750,2021,4,7,1244,1782,2802,2454,3172,3372,2763,1832,694,88
11230750,2021,5,7,1236,1770,2798,2487,3137,3369,2766,1823,704,89
11230750,2021,6,7,1231,1753,2787,2478,3118,3354,2775,1821,705,91
11230750,2021,7,7,1211,1738,2783,2489,3105,3362,2797,1825,712,94
11230750,2021,8,7,1199,1736,2797,2464,3085,3353,2792,1835,723,94
11230750,2021,9,6,1184,1729,2777,2458,3064,3373,2789,1839,735,91
11230750,2021,10,6,1180,1729,2750,2445,3057,3373,2813,1837,747,94
11230750,2021,11,4,1178,1719,2753,2446,3040,3379,2809,1839,753,94
11230750,2021,12,3,1176,1724,2762,2430,3043,3368,2810,1829,750,92
11260520,2021,1,11,1260,1606,3385,3311,3687,4908,3694,2066,749,114
11260520,2021,2,11,1250,1584,3378,3299,3686,4899,3715,2073,755,116
11260520,2021,4,10,1224,1563,3359,3261,3659,4865,3766,2071,769,120
11260520,2021,5,4,1198,1561,3328,3231,3626,4817,3758,2043,769,110
11260520,2021,6,4,1181,1557,3311,3215,3594,4803,3763,2049,762,111
11260520,2021,7,4,1190,1544,3292,3222,3586,4805,3751,2047,758,112
11260520,2021,8,4,1168,1534,3273,3213,3549,4801,3782,2045,769,109
11260520,2021,9,5,1160,1513,3243,3211,3527,4776,3800,2052,773,111
11260520,2021,10,4,1149,1486,3229,3199,3512,4770,3811,2053,782,111
11260520,2021,11,4,1141,1464,3209,3212,3489,4757,3806,2048,789,113
11260520,2021,12,3,1144,1450,3212,3221,3473,4768,3819,2049,795,115
11260540,2021,1,12,1076,1208,2527,2735,3009,3297,2925,1845,530,86
11260540,2021,2,12,1076,1216,2529,2735,3024,3329,2944,1859,532,86
11260540,2021,4,4,1066,1201,2525,2730,2982,3299,2948,1814,549,71
11260540,2021,5,4,1056,1199,2517,2711,2960,3291,2967,1818,560,70
11260540,2021,6,4,1061,1198,2522,2718,2940,3324,2967,1817,570,70
11260540,2021,7,4,1055,1208,2516,2713,2945,3321,2999,1819,581,70
11260540,2021,8,3,1042,1205,2498,2696,2940,3314,2994,1823,587,70
11260540,2021,9,3,1032,1200,2483,2674,2939,3308,3013,1821,594,69
11260540,2021,10,4,1020,1196,2474,2679,2948,3301,3025,1827,604,70
11260540,2021,11,4,1007,1196,2458,2665,2945,3291,3022,1813,616,68
11260540,2021,12,4,1003,1192,2445,2655,2927,3289,3021,1806,621,66
11260550,2021,1,4,1301,907,1784,2678,2222,2470,1895,995,345,33
11260550,2021,2,4,1311,902,1779,2693,2229,2472,1914,993,349,32
11260550,2021,4,1,1323,883,1778,2692,2222,2470,1912,967,354,32
11260550,2021,5,1,1332,885,1775,2675,2231,2461,1922,972,356,34
11260550,2021,6,1,1345,889,1775,2667,2248,2456,1945,972,360,35
11260550,2021,7,1,1356,894,1775,2658,2251,2442,1956,978,359,34
11260550,2021,8,1,1357,890,1781,2656,2263,2440,1957,982,359,33
11260550,2021,9,1,1365,883,1770,2674,2271,2441,1965,990,359,34
11260550,2021,10,1,1377,883,1760,2670,2283,2437,1970,988,355,36
11260550,2021,11,0,1389,880,1761,2676,2293,2419,1985,995,358,36
11260550,2021,12,0,1385,872,1757,2658,2313,2425,1984,995,363,32
11260565,2021,1,26,1578,1965,5388,5303,5060,6333,4929,2828,1011,122
11260565,2021,2,26,1563,1931,5414,5285,5038,6315,4948,2827,1017,120
11260565,2021,4,3,1518,1902,5404,5274,4979,6263,5009,2774,997,107
11260565,2021,5,2,1502,1892,5365,5264,4937,6298,5022,2762,1016,105
11260565,2021,6,2,1487,1876,5341,5265,4919,6248,5026,2760,1026,103
11260565,2021,7,3,1478,1843,5329,5227,4887,6220,5070,2747,1037,102
11260565,2021,8,3,1444,1844,5317,5202,4870,6222,5075,2743,1047,106
11260565,2021,9,4,1431,1842,5289,5191,4853,6187,5064,2743,1060,105
11260565,2021,10,4,1416,1836,5221,5180,4817,6171,5067,2740,1065,108
11260565,2021,11,5,1402,1807,5203,5175,4778,6157,5077,2744,1069,108
11260565,2021,12,4,1399,1791,5187,5184,4761,6136,5086,2746,1075,109
11260570,2021,1,12,1188,1257,3107,3413,3177,3931,3562,1966,656,94
11260570,2021,2,12,1177,1259,3103,3393,3181,3909,3579,1960,658,100
11260570,2021,4,1,1169,1232,3075,3352,3154,3847,3592,1929,675,94
11260570,2021,5,1,1166,1230,3089,3347,3159,3845,3594,1924,675,92
11260570,2021,6,1,1156,1213,3064,3343,3138,3837,3612,1913,677,91
11260570,2021,7,1,1140,1202,3044,3321,3125,3821,3621,1913,695,90
11260570,2021,8,1,1126,1195,3011,3310,3105,3801,3616,1920,694,92
11260570,2021,9,1,1112,1185,2996,3285,3079,3801,3632,1921,699,93
11260570,2021,10,2,1119,1182,2980,3274,3075,3788,3646,1928,708,93
11260570,2021,11,1,1117,1172,2972,3269,3064,3781,3652,1941,707,94
11260570,2021,12,1,1113,1171,2967,3265,3056,3779,3661,1945,705,93
11260575,2021,1,11,1117,1478,3823,3599,3539,4737,4049,2302,830,109
11260575,2021,2,11,1102,1464,3814,3591,3520,4730,4077,2292,834,112
11260575,2021,4,3,1095,1461,3801,3546,3474,4657,4088,2263,825,108
11260575,2021,5,4,1085,1453,3774,3528,3440,4646,4111,2255,832,112
11260575,2021,6,4,1075,1451,3758,3528,3432,4612,4148,2250,838,110
11260575,2021,7,4,1071,1433,3751,3511,3410,4600,4146,2251,844,111
11260575,2021,8,5,1056,1417,3742,3512,3391,4606,4136,2253,850,113
11260575,2021,9,5,1039,1401,3708,3502,3373,4578,4143,2237,859,112
11260575,2021,10,5,1026,1397,3669,3521,3373,4576,4152,2244,859,111
11260575,2021,11,4,1011,1389,3652,3500,3358,4590,4128,2228,869,113
11260575,2021,12,4,1006,1373,3627,3500,3332,4574,4131,2222,873,117
11260580,2021,1,3,1852,1975,3573,3615,3587,4416,3339,1610,657,87
11260580,2021,2,3,1838,1958,3588,3616,3586,4385,3367,1597,671,87
11260580,2021,4,3,1819,1932,3568,3647,3551,4311,3429,1586,685,92
11260580,2021,5,2,1813,1919,3556,3630,3559,4288,3459,1576,684,89
11260580,2021,6,2,1785,1923,3544,3613,3558,4272,3483,1577,684,90
11260580,2021,7,2,1785,1911,3528,3631,3528,4254,3504,1579,689,92
11260580,2021,8,2,1759,1897,3496,3614,3499,4231,3536,1583,690,93
11260580,2021,9,2,1733,1894,3463,3590,3504,4213,3532,1568,688,94
11260580,2021,10,3,1704,1888,3439,3581,3488,4216,3546,1558,698,93
11260580,2021,11,3,1693,1865,3412,3591,3471,4215,3541,1565,704,90
11260580,2021,12,3,1676,1848,3387,3569,3461,4192,3536,1576,708,90
11260590,2021,1,11,792,807,4086,4159,2629,3101,2516,1366,470,64
11260590,2021,2,11,786,800,4117,4203,2624,3108,2530,1360,468,65
11260590,2021,4,11,777,773,4174,4236,2616,3079,2530,1357,476,65
11260590,2021,5,11,773,762,4184,4287,2582,3103,2544,1361,477,64
11260590,2021,6,11,782,762,4227,4301,2592,3110,2558,1350,477,67
11260590,2021,7,11,779,761,4261,4341,2608,3098,2548,1368,477,65
11260590,2021,8,11,766,750,4300,4388,2594,3086,2549,1357,489,67
11260590,2021,9,11,762,756,4271,4413,2585,3077,2570,1346,505,67
11260590,2021,10,12,760,756,4264,4434,2586,3074,2586,1333,508,66
11260590,2021,11,13,761,751,4247,4471,2587,3074,2592,1332,518,67
11260590,2021,12,4,751,734,4228,4492,2559,3055,2608,1316,526,68
11260600,2021,1,5,1265,1330,2899,3216,2823,3363,3093,1562,556,67
11260600,2021,2,5,1267,1317,2865,3216,2819,3348,3104,1576,557,69
11260600,2021,4,1,1235,1303,2868,3159,2812,3316,3155,1572,561,72
11260600,2021,5,1,1227,1308,2850,3156,2807,3301,3153,1574,555,68
11260600,2021,6,1,1214,1310,2841,3149,2815,3284,3158,1582,566,67
11260600,2021,7,1,1207,1312,2844,3148,2798,3291,3157,1589,566,66
11260600,2021,8,2,1176,1301,2815,3144,2779,3268,3155,1589,577,63
11260600,2021,9,2,1168,1289,2794,3129,2770,3245,3166,1588,578,64
11260600,2021,10,2,1151,1279,2784,3147,2725,3236,3173,1599,585,64
11260600,2021,11,2,1140,1266,2770,3132,2720,3215,3188,1610,589,63
11260600,2021,12,1,1110,1262,2747,3133,2702,3193,3194,1609,595,65
11260610,2021,1,18,1054,1169,3755,3695,3473,4966,4139,2297,870,93
11260610,2021,2,18,1047,1171,3759,3671,3466,4930,4165,2289,879,94
11260610,2021,4,6,1028,1166,3741,3642,3410,4835,4179,2236,875,89
11260610,2021,5,7,1022,1163,3716,3633,3383,4813,4192,2217,892,86
11260610,2021,6,7,1015,1160,3679,3649,3363,4799,4206,2207,902,88
11260610,2021,7,7,1041,1147,3681,3669,3374,4775,4228,2206,912,90
11260610,2021,8,6,1037,1139,3672,3671,3380,4771,4255,2175,922,88
11260610,2021,9,5,1036,1138,3652,3678,3355,4768,4258,2166,930,91
11260610,2021,10,3,1021,1128,3649,3681,3334,4747,4281,2163,932,93
11260610,2021,11,3,1006,1124,3625,3666,3313,4742,4283,2154,940,90
11260610,2021,12,1,1006,1108,3611,3664,3290,4733,4276,2152,947,87
11260620,2021,1,23,2357,3124,4968,4929,5880,5557,4737,2613,1002,132
11260620,2021,2,22,2315,3109,4960,4867,5826,5557,4774,2617,1008,132
11260620,2021,4,14,2279,3068,4970,4840,5744,5549,4794,2602,1024,132
11260620,2021,5,13,2272,3063,4983,4809,5711,5549,4814,2590,1034,126
11260620,2021,6,13,2260,3057,4966,4797,5703,5526,4831,2583,1038,125
11260620,2021,7,14,2252,3053,4943,4786,5682,5527,4834,2582,1046,125
11260620,2021,8,14,2231,3056,4905,4754,5656,5514,4860,2589,1056,126
11260620,2021,9,14,2193,3042,4906,4728,5611,5530,4873,2592,1062,126
11260620,2021,10,14,2172,3029,4875,4729,5585,5543,4876,2584,1074,127
11260620,2021,11,14,2148,3021,4846,4720,5548,5528,4882,2594,1078,126
11260620,2021,12,14,2136,2991,4829,4706,5546,5536,4873,2611,1078,123
11260630,2021,1,11,1085,1228,2719,3098,2881,3255,2960,1565,553,61
11260630,2021,2,11,1052,1217,2711,3089,2868,3270,2971,1562,554,64
11260630,2021,4,10,1034,1200,2692,3056,2836,3259,3011,1561,575,69
11260630,2021,5,3,1017,1195,2682,3024,2819,3233,2998,1529,577,61
11260630,2021,6,3,1005,1191,2671,3001,2816,3208,3001,1546,572,64
11260630,2021,7,3,1000,1186,2661,2993,2802,3211,2994,1562,576,66
11260630,2021,8,3,991,1168,2659,2963,2792,3198,3003,1539,589,66
11260630,2021,9,3,992,1161,2659,2938,2780,3196,3010,1546,592,67
11260630,2021,10,3,991,1153,2645,2924,2775,3185,3016,1552,595,65
11260630,2021,11,3,965,1153,2645,2888,2757,3164,3018,1549,600,65
11260630,2021,12,3,942,1149,2628,2850,2763,3152,3005,1554,606,66
11260655,2021,1,21,1491,1873,4206,4106,4127,5693,5122,2617,1018,156
11260655,2021,2,22,1473,1875,4189,4092,4130,5683,5154,2644,1022,162
11260655,2021,4,8,1460,1858,4177,4048,4061,5647,5174,2613,1009,151
11260655,2021,5,8,1459,1848,4173,4044,4053,5609,5191,2613,1016,151
11260655,2021,6,8,1456,1832,4158,4063,4032,5577,5225,2614,1028,152
11260655,2021,7,8,1450,1819,4115,4057,3996,5572,5226,2613,1022,155
11260655,2021,8,7,1599,1887,4159,4199,4140,5593,5272,2629,1034,156
11260655,2021,9,8,1690,1960,4182,4339,4243,5659,5322,2617,1056,160
11260655,2021,10,8,1720,1981,4189,4399,4267,5673,5345,2640,1059,160
11260655,2021,11,8,1796,2004,4192,4436,4328,5677,5392,2653,1069,158
11260655,2021,12,8,1858,2031,4206,4608,4433,5689,5423,2645,1097,157
11260660,2021,1,15,795,1168,2329,2153,2431,3304,2762,1478,573,94
11260660,2021,2,15,781,1168,2313,2121,2418,3291,2786,1474,574,98
11260660,2021,4,15,746,1139,2306,2036,2365,3259,2808,1472,571,99
11260660,2021,5,2,741,1122,2287,2029,2332,3251,2809,1456,566,91
11260660,2021,6,2,747,1118,2280,2030,2317,3242,2817,1460,566,93
11260660,2021,7,2,736,1103,2270,2028,2289,3220,2836,1466,568,95
11260660,2021,8,3,703,1080,2253,2027,2259,3203,2847,1460,579,92
11260660,2021,9,3,690,1074,2223,2020,2244,3216,2854,1464,576,89
11260660,2021,10,3,684,1062,2196,2022,2228,3192,2864,1464,575,91
11260660,2021,11,1,694,1036,2180,2015,2224,3178,2868,1468,586,94
11260660,2021,12,2,691,1040,2163,2029,2221,3180,2873,1475,591,94
11260680,2021,1,15,3311,3785,4908,5045,6000,6561,5566,2825,1261,223
11260680,2021,2,15,3257,3768,4880,4971,5961,6545,5619,2816,1267,227
11260680,2021,4,11,3202,3755,4846,4929,5904,6456,5665,2810,1266,224
11260680,2021,5,10,3182,3746,4861,4877,5892,6443,5706,2803,1275,223
11260680,2021,6,10,3158,3746,4846,4838,5896,6434,5736,2812,1278,220
11260680,2021,7,10,3123,3750,4820,4786,5887,6425,5747,2828,1279,221
11260680,2021,8,10,3065,3724,4779,4724,5830,6389,5751,2831,1284,215
11260680,2021,9,10,3031,3732,4753,4702,5816,6367,5784,2837,1279,213
11260680,2021,10,9,3006,3781,4704,4710,5850,6358,5789,2849,1289,213
11260680,2021,11,10,2949,3778,4711,4710,5842,6364,5815,2835,1309,211
11260680,2021,12,10,2893,3790,4726,4690,5857,6360,5830,2835,1313,208
11260690,2021,1,5,1366,1737,2588,2924,3215,3544,3300,1616,769,100
11260690,2021,2,5,1340,1725,2525,2907,3200,3531,3295,1613,777,100
11260690,2021,4,6,1314,1718,2527,2889,3160,3504,3329,1621,785,101
11260690,2021,5,4,1302,1697,2511,2878,3141,3496,3341,1629,790,100
11260690,2021,6,4,1302,1669,2497,2873,3130,3490,3337,1631,802,101
11260690,2021,7,4,1288,1670,2479,2851,3118,3478,3363,1626,805,103
11260690,2021,8,4,1264,1653,2464,2852,3068,3478,3371,1625,803,109
11260690,2021,9,5,1235,1644,2465,2831,3045,3481,3379,1619,801,111
11260690,2021,10,5,1236,1641,2453,2820,3053,3461,3383,1626,800,111
11260690,2021,11,5,1200,1634,2429,2816,3038,3462,3376,1632,810,112
11260690,2021,12,5,1172,1630,2408,2801,3016,3457,3385,1640,809,112
11290525,2021,1,16,772,1192,2807,2519,2563,2757,2060,1365,684,134
11290525,2021,2,17,765,1189,2776,2512,2565,2763,2075,1365,700,132
11290525,2021,4,18,758,1169,2783,2466,2530,2729,2096,1317,705,129
11290525,2021,5,17,756,1162,2781,2457,2518,2741,2095,1310,710,132
11290525,2021,6,17,760,1168,2761,2466,2534,2750,2088,1307,712,135
11290525,2021,7,19,754,1165,2765,2460,2540,2753,2096,1298,710,136
11290525,2021,8,19,753,1155,2769,2470,2516,2753,2098,1289,711,135
11290525,2021,9,19,740,1155,2752,2481,2510,2752,2092,1289,716,136
11290525,2021,10,7,741,1139,2746,2488,2510,2746,2100,1283,716,137
11290525,2021,11,6,733,1140,2730,2489,2507,2748,2096,1278,723,137
11290525,2021,12,7,727,1114,2727,2489,2482,2743,2100,1273,725,135
11290555,2021,1,34,1135,1890,4232,3315,3678,3679,2762,1828,817,109
11290555,2021,2,34,1123,1884,4209,3265,3667,3676,2771,1830,817,111
11290555,2021,4,14,1091,1854,4212,3238,3554,3681,2762,1789,819,101
11290555,2021,5,14,1079,1845,4190,3242,3531,3671,2759,1790,837,102
11290555,2021,6,14,1059,1826,4196,3236,3512,3657,2778,1787,839,102
11290555,2021,7,14,1052,1820,4187,3244,3477,3685,2782,1784,849,102
11290555,2021,8,15,1042,1817,4189,3238,3462,3700,2798,1783,849,103
11290555,2021,9,15,1038,1822,4204,3240,3447,3702,2802,1781,857,105
11290555,2021,10,11,1028,1807,4203,3220,3442,3700,2797,1778,869,105
11290555,2021,11,11,1021,1798,4218,3225,3427,3694,2795,1777,881,102
11290555,2021,12,10,1004,1785,4182,3238,3411,3688,2805,1753,893,102
11290575,2021,1,19,578,926,4452,2505,2022,1926,1474,1073,469,75
11290575,2021,2,18,575,933,4428,2506,1999,1941,1492,1067,473,75
11290575,2021,4,11,572,967,4453,2490,1992,1947,1501,1042,468,67
11290575,2021,5,12,566,966,4421,2496,2002,1950,1507,1042,466,70
11290575,2021,6,13,557,953,4447,2502,1990,1952,1519,1039,465,69
11290575,2021,7,13,549,949,4461,2516,1975,1942,1511,1035,474,69
11290575,2021,8,13,545,946,4506,2508,1944,1942,1517,1032,473,68
11290575,2021,9,13,543,945,4526,2517,1955,1933,1520,1026,473,70
11290575,2021,10,5,535,929,4573,2515,1956,1946,1524,1027,478,69
11290575,2021,11,5,522,916,4561,2497,1949,1952,1529,1024,480,73
11290575,2021,12,5,521,914,4553,2492,1941,1948,1519,1031,482,74
11290580,2021,1,13,826,1325,2073,1985,2178,2732,2176,1294,570,77
11290580,2021,2,13,807,1313,2049,1983,2146,2733,2171,1295,575,80
11290580,2021,4,4,806,1289,1993,1987,2104,2686,2182,1271,561,67
11290580,2021,5,4,797,1268,1999,1968,2098,2677,2186,1269,567,69
11290580,2021,6,4,780,1264,1995,1955,2080,2684,2194,1259,574,69
11290580,2021,7,4,791,1258,1979,1949,2082,2666,2206,1250,576,66
11290580,2021,8,4,790,1253,1974,1935,2086,2657,2212,1249,574,66
11290580,2021,9,5,784,1244,1964,1928,2082,2651,2221,1246,577,67
11290580,2021,10,5,785,1229,1970,1931,2071,2649,2228,1245,579,67
11290580,2021,11,5,777,1221,1963,1918,2065,2650,2222,1246,583,69
11290580,2021,12,5,770,1222,1957,1899,2067,2644,2225,1238,589,71
11290590,2021,1,10,2000,2867,2989,3012,4499,4080,2729,1468,724,130
11290590,2021,2,10,1982,2850,2976,2992,4486,4096,2738,1481,727,131
11290590,2021,4,3,1962,2805,2947,2953,4426,4079,2742,1470,729,129
11290590,2021,5,3,1958,2788,2935,2943,4409,4096,2757,1466,725,129
11290590,2021,6,3,1949,2792,2941,2952,4385,4100,2776,1471,720,131
11290590,2021,7,3,1931,2795,2911,2949,4357,4114,2779,1471,725,133
11290590,2021,8,3,1920,2797,2907,2936,4331,4110,2786,1463,727,131
11290590,2021,9,3,1919,2774,2886,2934,4287,4133,2791,1457,732,131
11290590,2021,10,3,1911,2763,2871,2931,4278,4138,2803,1448,742,134
11290590,2021,11,3,1900,2742,2854,2937,4255,4141,2807,1440,733,138
11290590,2021,12,3,1877,2722,2833,2917,4236,4137,2808,1427,731,134
11290600,2021,1,15,445,828,5035,2013,1675,2028,1475,990,446,58
11290600,2021,2,15,444,845,5022,2020,1660,2033,1470,993,449,58
11290600,2021,4,6,439,848,5126,2009,1622,1999,1454,966,441,53
11290600,2021,5,6,431,846,5111,2016,1625,1993,1456,953,446,55
11290600,2021,6,5,435,835,5103,2021,1612,1980,1479,948,451,56
11290600,2021,7,5,434,819,5119,2016,1590,1961,1491,940,446,56
11290600,2021,8,5,429,822,5184,2024,1585,1960,1505,936,449,56
11290600,2021,9,5,427,808,5231,2031,1586,1962,1506,927,449,54
11290600,2021,10,4,424,799,5226,2048,1583,1962,1509,932,451,57
11290600,2021,11,4,422,798,5211,2061,1572,1949,1512,928,451,57
11290600,2021,12,3,423,783,5213,2043,1576,1947,1510,926,455,57
11290610,2021,1,16,983,949,2703,2597,2410,2558,1908,1093,454,63
11290610,2021,2,16,975,934,2676,2600,2396,2550,1917,1101,452,64
11290610,2021,4,4,971,924,2630,2574,2374,2503,1930,1071,462,58
11290610,2021,5,4,966,928,2612,2580,2376,2494,1941,1066,460,58
11290610,2021,6,4,966,928,2609,2591,2368,2500,1931,1068,454,60
11290610,2021,7,4,966,929,2608,2575,2366,2493,1939,1067,456,58
11290610,2021,8,4,963,923,2598,2575,2349,2487,1939,1066,458,59
11290610,2021,9,4,950,914,2609,2562,2336,2500,1950,1061,466,57
11290610,2021,10,4,943,915,2608,2560,2312,2518,1958,1058,471,59
11290610,2021,11,4,940,918,2603,2556,2305,2517,1965,1046,479,59
11290610,2021,12,3,938,915,2618,2567,2282,2541,1969,1046,480,57
11290620,2021,1,14,1415,1797,2314,2635,3217,2871,2252,1417,620,84
11290620,2021,2,15,1400,1778,2307,2615,3209,2860,2257,1423,623,83
11290620,2021,4,3,1382,1761,2289,2611,3168,2837,2275,1388,616,79
11290620,2021,5,4,1391,1752,2274,2613,3137,2851,2272,1370,622,79
11290620,2021,6,3,1399,1753,2271,2620,3120,2851,2280,1364,634,80
11290620,2021,7,2,1403,1739,2268,2605,3126,2849,2276,1361,633,81
11290620,2021,8,2,1386,1718,2250,2592,3122,2844,2277,1354,639,79
11290620,2021,9,2,1387,1730,2261,2564,3129,2849,2279,1357,646,81
11290620,2021,10,2,1399,1716,2255,2541,3129,2845,2281,1346,652,79
11290620,2021,11,2,1386,1709,2237,2524,3123,2829,2286,1356,656,79
11290620,2021,12,2,1381,1705,2231,2499,3127,2845,2288,1353,666,81
11290630,2021,1,18,1515,1881,3250,3160,3626,3738,3369,2018,807,117
11290630,2021,2,18,1490,1862,3236,3142,3599,3743,3374,2015,821,118
11290630,2021,4,3,1465,1840,3244,3126,3536,3758,3372,1977,816,112
11290630,2021,5,4,1463,1815,3236,3132,3512,3757,3374,1969,827,110
11290630,2021,6,4,1469,1827,3240,3121,3521,3754,3383,1966,826,111
11290630,2021,7,4,1458,1828,3225,3081,3524,3734,3402,1966,832,113
11290630,2021,8,4,1446,1815,3212,3060,3501,3743,3419,1953,842,115
11290630,2021,9,4,1432,1798,3216,3063,3482,3747,3427,1951,842,114
11290630,2021,10,4,1414,1776,3217,3067,3440,3762,3438,1941,849,114
11290630,2021,11,4,1407,1781,3190,3058,3436,3782,3445,1936,856,115
11290630,2021,12,1,1397,1787,3196,3054,3444,3785,3458,1947,862,117
11290640,2021,1,10,593,962,3132,1898,1929,2381,2218,1502,687,115
11290640,2021,2,10,580,959,3083,1867,1934,2380,2240,1492,695,113
11290640,2021,4,2,589,964,3030,1858,1866,2351,2231,1450,696,102
11290640,2021,5,2,586,966,3036,1852,1856,2339,2246,1443,697,104
11290640,2021,6,2,579,947,3030,1847,1854,2333,2266,1443,696,104
11290640,2021,7,3,576,926,3065,1827,1830,2346,2266,1435,711,105
11290640,2021,8,3,570,927,3080,1820,1828,2337,2289,1425,707,105
11290640,2021,9,3,562,935,3108,1829,1821,2339,2295,1425,713,104
11290640,2021,10,3,562,926,3104,1829,1800,2332,2288,1427,711,106
11290640,2021,11,3,563,904,3091,1842,1786,2327,2297,1423,720,106
11290640,2021,12,2,549,893,3102,1841,1787,2318,2295,1432,718,109
11290650,2021,1,25,1650,2154,3242,3252,4210,4177,3612,2185,864,139
11290650,2021,2,25,1640,2144,3239,3246,4191,4183,3611,2175,872,140
11290650,2021,4,6,1604,2137,3259,3175,4150,4143,3608,2129,873,126
11290650,2021,5,5,1581,2114,3279,3138,4135,4145,3623,2118,882,131
11290650,2021,6,5,1556,2113,3278,3108,4137,4136,3625,2124,879,134
11290650,2021,7,5,1546,2102,3265,3123,4104,4152,3654,2125,883,134
11290650,2021,8,5,1531,2079,3256,3093,4075,4150,3640,2127,892,135
11290650,2021,9,5,1529,2063,3285,3075,4049,4177,3653,2132,900,139
11290650,2021,10,2,1496,2067,3266,3065,4050,4179,3652,2138,910,139
11290650,2021,11,2,1470,2084,3232,3043,4048,4189,3654,2134,921,139
11290650,2021,12,3,1459,2067,3218,3040,4035,4194,3666,2117,937,137
11290660,2021,1,27,3978,4895,3468,4677,7911,5005,3315,2085,825,128
11290660,2021,2,26,3928,4879,3423,4593,7895,4994,3295,2087,835,131
11290660,2021,4,4,3847,4882,3410,4521,7823,5013,3257,2049,815,115
11290660,2021,5,4,3830,4890,3408,4476,7810,5030,3288,2054,821,115
11290660,2021,6,4,3802,4887,3412,4423,7794,5052,3294,2052,835,117
11290660,2021,7,4,3782,4885,3412,4383,7791,5063,3314,2056,844,121
11290660,2021,8,4,3737,4887,3396,4352,7735,5093,3355,2063,854,122
11290660,2021,9,5,3708,4905,3392,4324,7738,5117,3365,2060,858,123
11290660,2021,10,5,3669,4934,3373,4279,7746,5139,3369,2060,864,124
11290660,2021,11,4,3637,4950,3378,4238,7750,5158,3382,2057,863,125
11290660,2021,12,4,3605,4967,3347,4214,7714,5175,3379,2056,874,127
11290685,2021,1,20,1452,1416,2111,2525,2948,2790,2108,1152,449,64
11290685,2021,2,20,1438,1430,2078,2461,2950,2777,2110,1153,455,66
11290685,2021,4,2,1397,1437,2064,2386,2889,2742,2098,1098,432,54
11290685,2021,5,2,1401,1432,2052,2398,2883,2748,2106,1094,438,57
11290685,2021,6,3,1403,1435,2058,2407,2877,2747,2118,1089,437,55
11290685,2021,7,3,1407,1441,2035,2413,2870,2746,2123,1088,441,57
11290685,2021,8,2,1411,1436,2032,2403,2867,2766,2142,1083,444,55
11290685,2021,9,2,1411,1430,2027,2403,2858,2760,2151,1069,449,58
11290685,2021,10,2,1419,1425,2021,2411,2861,2753,2174,1072,448,62
11290685,2021,11,1,1428,1422,2015,2413,2843,2758,2166,1072,457,62
11290685,2021,12,1,1444,1430,2005,2397,2861,2762,2155,1073,460,65
11290705,2021,1,46,2691,3673,5779,5204,6430,6360,4820,2929,1475,241
11290705,2021,2,46,2677,3662,5710,5165,6424,6339,4848,2925,1489,239
11290705,2021,4,8,2611,3645,5722,5119,6328,6313,4827,2867,1462,226
11290705,2021,5,8,2606,3626,5715,5093,6334,6311,4858,2849,1479,228
11290705,2021,6,8,2589,3628,5682,5077,6308,6300,4887,2853,1489,228
11290705,2021,7,8,2574,3630,5655,5093,6292,6307,4913,2852,1498,232
11290705,2021,8,8,2552,3628,5653,5096,6282,6319,4938,2856,1505,227
11290705,2021,9,8,2529,3622,5623,5078,6242,6317,4981,2859,1513,233
11290705,2021,10,7,2510,3614,5606,5044,6210,6344,4982,2855,1535,238
11290705,2021,11,7,2507,3589,5586,5039,6203,6345,4975,2850,1545,243
11290705,2021,12,6,2485,3567,5589,5029,6183,6344,4972,2848,1546,240
11290715,2021,1,24,2077,2613,3040,3612,4591,4255,3572,2168,845,105
11290715,2021,2,24,2064,2605,3058,3592,4583,4262,3593,2182,851,110
11290715,2021,4,0,2031,2573,3111,3573,4521,4222,3588,2129,841,102
11290715,2021,5,0,2014,2564,3103,3554,4510,4223,3618,2120,847,103
11290715,2021,6,0,2004,2574,3082,3547,4521,4217,3626,2119,855,102
11290715,2021,7,0,1969,2581,3066,3527,4518,4214,3637,2116,861,104
11290715,2021,8,0,1956,2565,3031,3529,4508,4190,3656,2100,880,104
11290715,2021,9,0,1947,2561,3028,3513,4482,4213,3659,2107,881,101
11290715,2021,10,0,1942,2560,2991,3516,4460,4239,3666,2109,888,102
11290715,2021,11,0,1922,2556,2985,3497,4450,4239,3666,2113,886,102
11290715,2021,12,0,1906,2547,2954,3486,4440,4230,3667,2113,891,101
11290725,2021,1,12,1078,1477,3560,2755,2844,3055,2677,1632,704,97
11290725,2021,2,12,1067,1482,3529,2736,2845,3050,2690,1616,711,102
11290725,2021,4,3,1045,1489,3485,2701,2837,3003,2713,1594,707,94
11290725,2021,5,4,1057,1464,3469,2710,2830,2992,2726,1592,704,96
