행정동코드,연도,월,연령대_I00,연령대_0_거주인구수,연령대_10_거주인구수,연령대_20_거주인구수,연령대_30_거주인구수,연령대_40_거주인구수,연령대_50_거주인구수,연령대_60_거주인구수,연령대_70_거주인구수,연령대_80_거주인구수,연령대_90_거주인구수
11470680,2021,8,4,1892,3350,3455,3098,4995,5179,4090,2074,966,142
11470680,2021,9,5,1873,3367,3447,3064,4990,5183,4088,2069,971,147
11470680,2021,10,5,1856,3367,3428,3045,4946,5209,4093,2069,965,153
11470680,2021,11,6,1842,3345,3393,3041,4925,5196,4100,2062,966,154
11470680,2021,12,6,1829,3343,3384,3012,4944,5190,4111,2070,970,151
11500510,2021,1,11,4124,4561,5401,7342,7663,5968,4237,1762,697,95
11500510,2021,2,11,4087,4539,5581,7324,7666,5948,4256,1764,698,99
11500510,2021,4,3,4058,4527,5660,7361,7617,5955,4291,1737,696,92
11500510,2021,5,3,4033,4521,5688,7360,7626,5945,4315,1749,696,96
11500510,2021,6,4,4034,4507,5682,7341,7611,5930,4344,1762,695,96
11500510,2021,7,4,4019,4469,5691,7304,7603,5937,4346,1779,694,94
11500510,2021,8,4,4003,4464,5664,7280,7602,5918,4367,1790,695,98
11500510,2021,9,4,3979,4436,5663,7228,7605,5943,4366,1802,698,96
11500510,2021,10,4,3972,4433,5620,7223,7582,5954,4387,1807,693,98
11500510,2021,11,2,3952,4426,5601,7188,7574,5945,4392,1812,693,100
11500510,2021,12,3,3933,4420,5583,7178,7550,5944,4403,1828,695,100
11500520,2021,1,7,1317,1351,5008,6031,3247,3055,2245,1132,665,134
11500520,2021,2,7,1302,1333,5012,6073,3243,3055,2269,1139,663,135
11500520,2021,4,7,1283,1311,5040,6073,3240,3042,2290,1125,664,130
11500520,2021,5,6,1268,1295,5038,6097,3228,3043,2300,1118,672,130
11500520,2021,6,6,1257,1299,5037,6122,3244,3042,2309,1122,672,133
11500520,2021,7,6,1260,1286,5063,6134,3244,3043,2302,1118,684,135
11500520,2021,8,5,1250,1289,5079,6136,3228,3056,2316,1111,685,137
11500520,2021,9,6,1241,1283,5048,6129,3221,3068,2327,1107,694,140
11500520,2021,10,6,1233,1266,5030,6125,3222,3078,2323,1115,699,137
11500520,2021,11,6,1224,1243,5038,6136,3218,3075,2324,1116,706,140
11500520,2021,12,6,1209,1245,5041,6124,3240,3071,2337,1113,713,140
11500530,2021,1,2,1300,1617,3290,3520,3066,3425,2863,1370,446,85
11500530,2021,2,2,1282,1614,3243,3500,3058,3392,2877,1364,449,86
11500530,2021,4,0,1258,1576,3180,3469,3031,3324,2856,1338,458,85
11500530,2021,5,0,1273,1563,3175,3493,3025,3310,2866,1324,459,86
11500530,2021,6,0,1272,1540,3177,3508,3016,3282,2877,1315,461,89
11500530,2021,7,0,1262,1535,3169,3481,3019,3261,2891,1320,466,87
11500530,2021,8,0,1233,1527,3129,3463,3017,3253,2893,1342,469,89
11500530,2021,9,0,1210,1533,3121,3457,3002,3262,2894,1354,470,87
11500530,2021,10,0,1208,1543,3096,3458,2985,3286,2888,1367,464,90
11500530,2021,11,0,1217,1540,3083,3444,2981,3279,2904,1371,467,93
11500530,2021,12,0,1210,1529,3080,3425,2959,3272,2901,1353,478,96
11500535,2021,1,12,1702,2053,4153,4634,3910,5346,5290,2555,1460,297
11500535,2021,2,12,1679,2035,4090,4631,3890,5336,5325,2550,1466,302
11500535,2021,4,11,1664,1984,4023,4647,3868,5226,5356,2546,1460,298
11500535,2021,5,11,1665,1958,3994,4642,3880,5182,5372,2550,1462,292
11500535,2021,6,11,1679,1959,3966,4640,3897,5145,5405,2545,1459,296
11500535,2021,7,12,1684,1962,3934,4624,3894,5128,5424,2562,1459,294
11500535,2021,8,12,1672,1945,3911,4597,3876,5103,5439,2555,1465,295
11500535,2021,9,13,1651,1926,3863,4588,3871,5091,5452,2560,1476,291
11500535,2021,10,12,1647,1897,3823,4581,3833,5082,5472,2550,1486,297
11500535,2021,11,12,1634,1897,3798,4572,3811,5068,5468,2553,1487,294
11500535,2021,12,8,1629,1888,3763,4575,3811,5048,5475,2556,1495,296
11500540,2021,1,22,2742,2500,9350,10535,7497,7463,7061,3785,1184,165
11500540,2021,2,22,2673,2478,9392,10519,7521,7435,7085,3794,1200,168
11500540,2021,4,10,2624,2442,9512,10450,7472,7363,7050,3762,1201,159
11500540,2021,5,10,2589,2419,9520,10445,7438,7335,7094,3765,1201,157
11500540,2021,6,9,2569,2418,9543,10402,7452,7308,7132,3762,1221,161
11500540,2021,7,10,2548,2420,9582,10407,7448,7288,7162,3772,1228,161
11500540,2021,8,10,2522,2428,9611,10388,7438,7268,7181,3768,1240,162
11500540,2021,9,10,2493,2411,9581,10400,7437,7269,7193,3774,1244,165
11500540,2021,10,10,2461,2391,9553,10393,7434,7254,7200,3788,1230,162
11500540,2021,11,10,2441,2371,9525,10418,7394,7233,7191,3767,1242,168
11500540,2021,12,5,2413,2363,9571,10453,7403,7221,7178,3769,1254,171
11500550,2021,1,7,1225,1427,2619,2909,3107,2865,2463,1341,396,68
11500550,2021,2,7,1209,1407,2606,2888,3094,2870,2473,1345,399,68
11500550,2021,4,0,1167,1403,2601,2878,3046,2837,2469,1330,385,60
11500550,2021,5,0,1144,1398,2592,2855,3034,2848,2469,1332,393,57
11500550,2021,6,0,1131,1403,2595,2852,3028,2836,2480,1331,391,59
11500550,2021,7,0,1116,1387,2612,2838,3030,2806,2503,1325,398,59
11500550,2021,8,0,1100,1389,2593,2821,3031,2795,2497,1328,396,60
11500550,2021,9,0,1097,1383,2585,2811,3023,2793,2474,1323,398,62
11500550,2021,10,0,1084,1362,2571,2820,3010,2798,2464,1322,400,59
11500550,2021,11,0,1068,1365,2571,2812,2989,2807,2471,1319,394,60
11500550,2021,12,0,1059,1354,2550,2832,2976,2829,2465,1310,405,60
11500560,2021,1,25,1299,1644,3108,3159,3227,3309,3447,1770,577,102
11500560,2021,2,25,1276,1638,3087,3109,3244,3309,3449,1775,589,98
11500560,2021,4,7,1243,1642,3082,3097,3250,3252,3462,1767,596,94
11500560,2021,5,8,1237,1635,3076,3107,3227,3238,3458,1768,597,95
11500560,2021,6,8,1234,1625,3072,3115,3214,3219,3482,1778,604,92
11500560,2021,7,8,1223,1615,3069,3101,3201,3212,3470,1794,603,88
11500560,2021,8,9,1204,1614,3036,3073,3195,3198,3464,1796,606,86
11500560,2021,9,9,1180,1637,3193,3120,3198,3199,3461,1807,608,86
11500560,2021,10,8,1176,1636,3226,3118,3203,3206,3452,1824,603,87
11500560,2021,11,8,1160,1629,3233,3118,3193,3211,3451,1826,602,87
11500560,2021,12,8,1150,1631,3251,3124,3201,3198,3435,1832,607,88
11500570,2021,1,7,1141,1376,2993,3361,3259,3424,3179,1659,595,90
11500570,2021,2,7,1131,1371,2973,3331,3264,3409,3188,1655,606,91
11500570,2021,4,1,1127,1366,2969,3300,3247,3341,3219,1665,600,86
11500570,2021,5,1,1115,1348,2963,3276,3241,3334,3207,1659,596,84
11500570,2021,6,1,1097,1342,2938,3276,3236,3320,3227,1661,598,87
11500570,2021,7,1,1102,1328,2914,3252,3229,3325,3229,1673,597,85
11500570,2021,8,1,1086,1331,2907,3244,3227,3319,3243,1674,601,86
11500570,2021,9,1,1068,1328,2892,3223,3223,3307,3246,1672,603,86
11500570,2021,10,1,1045,1316,2866,3197,3220,3293,3265,1676,605,86
11500570,2021,11,1,1032,1311,2851,3192,3218,3305,3265,1686,612,84
11500570,2021,12,1,1025,1310,2813,3208,3195,3310,3280,1688,615,87
11500590,2021,1,9,2228,2427,5943,6368,5534,4888,4264,2116,689,129
11500590,2021,2,9,2200,2398,5963,6357,5534,4880,4273,2116,692,128
11500590,2021,4,1,2148,2385,6011,6374,5503,4867,4315,2084,696,124
11500590,2021,5,3,2124,2384,6031,6357,5465,4863,4337,2098,705,120
11500590,2021,6,4,2110,2369,6027,6377,5468,4830,4353,2102,711,115
11500590,2021,7,4,2082,2368,6057,6392,5437,4815,4357,2111,712,116
11500590,2021,8,4,2049,2367,6046,6353,5435,4824,4365,2114,719,114
11500590,2021,9,4,2011,2347,6038,6354,5411,4824,4391,2102,727,115
11500590,2021,10,4,1986,2335,6019,6357,5403,4800,4408,2104,736,114
11500590,2021,11,4,1959,2339,5999,6337,5397,4806,4393,2110,742,112
11500590,2021,12,4,1934,2335,5992,6350,5388,4822,4393,2128,746,110
11500591,2021,1,6,1246,1662,4248,4185,3669,3963,3632,1641,555,94
11500591,2021,2,7,1220,1649,4267,4197,3660,3952,3653,1640,555,95
11500591,2021,4,2,1213,1631,4332,4191,3610,3895,3666,1631,564,89
11500591,2021,5,2,1192,1631,4338,4207,3604,3899,3682,1618,576,90
11500591,2021,6,2,1189,1625,4363,4232,3607,3891,3701,1618,576,93
11500591,2021,7,2,1187,1608,4367,4237,3590,3860,3716,1605,584,97
11500591,2021,8,2,1178,1601,4355,4227,3568,3840,3721,1621,583,98
11500591,2021,9,2,1170,1599,4369,4220,3532,3855,3731,1616,589,99
11500591,2021,10,2,1153,1606,4419,4257,3526,3879,3723,1638,588,96
11500591,2021,11,2,1138,1598,4428,4273,3520,3886,3735,1629,590,96
11500591,2021,12,2,1130,1574,4443,4254,3527,3884,3736,1631,591,97
11500593,2021,1,8,1327,1618,3871,4220,3987,3749,3546,2081,615,81
11500593,2021,2,8,1304,1606,3854,4170,3984,3727,3569,2084,624,81
11500593,2021,4,3,1266,1584,3877,4075,3961,3679,3594,2067,613,80
11500593,2021,5,3,1253,1574,3874,4049,3935,3666,3591,2058,620,82
11500593,2021,6,3,1243,1560,3867,4037,3918,3664,3587,2057,621,83
11500593,2021,7,4,1238,1557,3868,4013,3901,3664,3590,2065,621,82
11500593,2021,8,4,1233,1551,3846,4013,3875,3655,3590,2062,627,81
11500593,2021,9,4,1219,1532,3856,4019,3845,3669,3596,2075,632,81
11500593,2021,10,4,1191,1524,3869,3998,3822,3680,3584,2076,636,83
11500593,2021,11,4,1185,1520,3849,3984,3802,3678,3591,2083,634,81
11500593,2021,12,3,1180,1520,3856,3975,3796,3660,3587,2096,633,77
11500603,2021,1,5,1708,1900,8363,8381,4610,4256,3236,1186,488,82
11500603,2021,2,5,1681,1902,8294,8398,4611,4244,3269,1180,500,81
11500603,2021,4,4,1663,1876,8296,8426,4590,4170,3275,1177,503,85
11500603,2021,5,3,1632,1886,8290,8411,4598,4169,3312,1171,509,84
11500603,2021,6,3,1624,1859,8337,8462,4585,4151,3316,1172,506,84
11500603,2021,7,3,1624,1842,8348,8477,4580,4112,3355,1163,498,84
11500603,2021,8,3,1618,1825,8359,8516,4592,4083,3391,1163,503,87
11500603,2021,9,3,1602,1810,8319,8529,4551,4094,3389,1149,501,87
11500603,2021,10,5,1588,1796,8241,8571,4560,4103,3408,1158,499,84
11500603,2021,11,6,1584,1790,8234,8621,4566,4113,3423,1168,498,85
11500603,2021,12,5,1574,1789,8200,8653,4580,4125,3439,1174,493,83
11500604,2021,1,4,498,476,1680,2398,1505,2176,3235,1544,765,138
11500604,2021,2,4,492,463,1653,2387,1493,2155,3240,1546,765,142
11500604,2021,4,5,485,463,1634,2351,1476,2098,3243,1543,768,133
11500604,2021,5,6,479,459,1653,2339,1453,2079,3249,1546,762,135
11500604,2021,6,5,477,461,1639,2332,1453,2073,3270,1572,776,134
11500604,2021,7,4,472,455,1632,2313,1435,2064,3276,1597,785,135
11500604,2021,8,3,472,448,1629,2316,1434,2041,3308,1609,790,136
11500604,2021,9,3,467,441,1603,2309,1420,2020,3322,1614,795,133
11500604,2021,10,2,467,437,1588,2313,1425,1995,3321,1632,804,134
11500604,2021,11,2,459,423,1580,2299,1409,1989,3321,1620,809,132
11500604,2021,12,2,461,423,1565,2306,1401,1971,3333,1625,807,132
11500605,2021,1,3,706,586,1833,3102,1920,2278,2678,1570,650,117
11500605,2021,2,3,704,579,1803,3099,1913,2281,2690,1564,655,115
11500605,2021,4,2,685,557,1775,3050,1908,2226,2728,1562,668,117
11500605,2021,5,2,691,549,1766,3042,1898,2224,2744,1564,674,117
11500605,2021,6,2,693,552,1743,3038,1890,2224,2753,1557,674,116
11500605,2021,7,2,689,550,1733,3051,1886,2197,2768,1567,679,117
11500605,2021,8,3,692,542,1707,3050,1873,2188,2778,1569,677,117
11500605,2021,9,3,685,538,1697,3054,1859,2183,2775,1575,681,117
11500605,2021,10,3,685,531,1664,3072,1850,2171,2788,1571,694,116
11500605,2021,11,3,677,527,1634,3064,1835,2157,2797,1563,700,119
11500605,2021,12,3,681,521,1612,3044,1848,2151,2788,1571,703,118
11500611,2021,1,11,3398,4987,4602,4375,7238,5704,3888,2137,772,137
11500611,2021,2,12,3347,4942,4611,4294,7237,5730,3894,2143,772,135
11500611,2021,4,6,3238,4874,4603,4202,7133,5675,3892,2120,771,130
11500611,2021,5,6,3208,4844,4569,4173,7084,5685,3919,2119,764,135
11500611,2021,6,6,3155,4857,4542,4132,7039,5663,3937,2116,765,140
11500611,2021,7,6,3132,4829,4552,4120,6969,5690,3936,2120,764,139
11500611,2021,8,6,3089,4840,4536,4106,6949,5711,3959,2138,781,142
11500611,2021,9,6,3068,4840,4534,4104,6945,5730,3972,2151,785,141
11500611,2021,10,5,3049,4857,4518,4092,6916,5747,3986,2172,790,139
11500611,2021,11,5,3020,4870,4541,4071,6909,5798,4040,2195,795,140
11500611,2021,12,5,3003,4855,4556,4065,6902,5809,4070,2210,800,141
11500615,2021,1,23,3776,5495,5275,5523,8637,6570,4991,2579,768,127
11500615,2021,2,23,3720,5457,5283,5475,8583,6571,5003,2574,776,131
11500615,2021,4,5,3637,5461,5274,5383,8465,6546,5024,2566,759,123
11500615,2021,5,5,3621,5471,5262,5349,8449,6569,5080,2565,766,126
11500615,2021,6,5,3612,5459,5255,5334,8418,6578,5097,2577,767,126
11500615,2021,7,5,3605,5455,5228,5298,8390,6604,5084,2588,768,129
11500615,2021,8,5,3580,5453,5206,5259,8409,6635,5076,2574,780,129
11500615,2021,9,5,3547,5461,5190,5219,8387,6645,5085,2593,788,127
11500615,2021,10,5,3527,5479,5165,5210,8358,6664,5100,2587,796,124
11500615,2021,11,5,3512,5499,5137,5194,8351,6641,5121,2607,792,122
11500615,2021,12,6,3491,5497,5102,5189,8338,6652,5106,2621,804,117
11500620,2021,1,28,2570,1719,3746,5000,4293,3804,3272,1684,653,101
11500620,2021,2,28,2865,1814,3754,5173,4477,3839,3308,1701,673,101
11500620,2021,4,5,3305,2024,3937,5583,4849,4019,3447,1742,682,101
11500620,2021,5,4,3400,2087,3971,5708,4949,4081,3563,1782,706,111
11500620,2021,6,4,3450,2132,4009,5720,4999,4119,3648,1805,713,117
11500620,2021,7,4,3455,2151,4019,5693,5039,4126,3699,1822,722,114
11500620,2021,8,4,3436,2153,4025,5665,5045,4113,3702,1824,730,112
11500620,2021,9,3,3448,2149,4020,5673,5059,4132,3717,1821,742,115
11500620,2021,10,4,3421,2149,4016,5650,5052,4149,3730,1827,742,116
11500620,2021,11,4,3407,2159,4022,5639,5058,4165,3752,1829,743,119
11500620,2021,12,4,3394,2171,3998,5610,5084,4158,3728,1823,754,118
11500630,2021,1,14,4220,4235,5300,6433,7676,6526,5674,2832,1078,178
11500630,2021,2,15,4160,4235,5271,6371,7657,6517,5707,2840,1089,179
11500630,2021,4,5,4020,4198,5222,6292,7519,6422,5785,2802,1092,163
11500630,2021,5,5,3988,4184,5175,6280,7494,6395,5802,2813,1090,161
11500630,2021,6,5,3937,4181,5164,6218,7502,6391,5832,2819,1090,161
11500630,2021,7,5,3899,4194,5136,6209,7491,6387,5854,2828,1082,163
11500630,2021,8,5,3859,4206,5107,6164,7494,6382,5875,2830,1085,166
11500630,2021,9,6,3822,4217,5106,6160,7515,6379,5872,2839,1078,173
11500630,2021,10,7,3804,4239,5077,6169,7494,6343,5881,2841,1075,169
11500630,2021,11,8,3800,4255,5042,6144,7496,6338,5881,2824,1079,171
11500630,2021,12,7,3782,4262,5002,6125,7511,6315,5878,2809,1071,170
11500640,2021,1,26,1155,1445,3304,3533,3205,3696,3652,2143,896,124
11500640,2021,2,27,1161,1436,3297,3606,3226,3709,3673,2155,904,124
11500640,2021,4,4,1179,1429,3336,3692,3204,3608,3708,2065,888,124
11500640,2021,5,4,1183,1413,3342,3707,3188,3594,3729,2056,885,125
11500640,2021,6,4,1180,1396,3319,3714,3204,3563,3772,2053,890,126
11500640,2021,7,4,1191,1394,3329,3720,3204,3558,3785,2053,882,126
11500640,2021,8,4,1206,1396,3331,3769,3217,3516,3799,2054,887,125
11500640,2021,9,4,1203,1381,3328,3784,3224,3506,3808,2050,897,124
11500640,2021,10,4,1206,1389,3329,3803,3233,3514,3807,2058,912,128
11500640,2021,11,4,1186,1406,3329,3791,3236,3510,3830,2056,917,130
11500640,2021,12,4,1174,1402,3334,3774,3235,3501,3818,2056,924,133
11500641,2021,1,13,1361,1494,2562,3697,3469,3564,3893,2149,951,188
11500641,2021,2,12,1332,1486,2515,3682,3455,3555,3900,2160,960,188
11500641,2021,4,9,1312,1463,2475,3672,3402,3508,3916,2155,979,184
11500641,2021,5,10,1298,1465,2443,3655,3399,3500,3934,2163,986,186
11500641,2021,6,10,1285,1473,2453,3627,3406,3481,3968,2179,997,190
11500641,2021,7,10,1277,1471,2441,3578,3390,3480,3979,2199,993,189
11500641,2021,8,9,1264,1451,2441,3580,3371,3466,4008,2204,994,193
11500641,2021,9,9,1252,1443,2426,3560,3341,3460,4016,2208,999,192
11500641,2021,10,9,1239,1431,2413,3561,3348,3464,4029,2215,999,195
11500641,2021,11,6,1221,1430,2361,3561,3324,3463,4033,2205,1015,189
11500641,2021,12,6,1214,1428,2340,3567,3321,3467,4032,2212,1015,189
11530510,2021,1,10,3595,3508,4300,6223,6526,5108,4044,1992,720,95
11530510,2021,2,10,3560,3491,4246,6165,6519,5107,4059,2000,725,97
11530510,2021,4,5,3520,3507,4195,6139,6483,5094,4072,1975,735,95
11530510,2021,5,5,3489,3516,4193,6105,6473,5076,4080,1988,731,97
11530510,2021,6,4,3496,3525,4191,6061,6495,5039,4104,1979,738,98
11530510,2021,7,3,3499,3520,4166,6051,6496,5033,4127,1978,734,100
11530510,2021,8,3,3484,3499,4144,5996,6501,5051,4153,1987,730,100
11530510,2021,9,4,3468,3519,4147,5992,6534,5083,4160,1991,734,101
11530510,2021,10,4,3477,3528,4204,6049,6549,5090,4150,1995,738,104
11530510,2021,11,4,3459,3562,4223,6072,6555,5108,4149,1994,735,103
11530510,2021,12,4,3444,3565,4243,6112,6556,5120,4154,2000,745,106
11530520,2021,1,6,1872,1963,2821,3881,3631,3010,2642,980,361,64
11530520,2021,2,6,1836,1956,2809,3844,3626,3016,2657,983,362,67
11530520,2021,4,4,1811,1957,2804,3771,3617,2996,2671,984,381,66
11530520,2021,5,4,1811,1947,2789,3752,3608,2989,2697,984,384,66
11530520,2021,6,4,1802,1947,2766,3739,3606,2993,2696,990,383,63
11530520,2021,7,4,1787,1942,2751,3732,3606,2981,2703,993,386,63
11530520,2021,8,4,1770,1935,2769,3699,3609,2981,2701,994,385,64
11530520,2021,9,5,1773,1925,2756,3686,3597,2973,2718,988,391,62
11530520,2021,10,5,1765,1925,2736,3681,3599,2966,2735,995,388,63
11530520,2021,11,4,1741,1935,2725,3695,3587,2965,2750,1002,387,63
11530520,2021,12,3,1740,1929,2699,3705,3569,2970,2759,1002,387,64
11530530,2021,1,30,887,1439,3233,2926,3474,4697,4049,2681,1003,125
11530530,2021,2,30,869,1427,3219,2908,3472,4693,4067,2673,1011,126
11530530,2021,4,4,843,1423,3199,2885,3383,4628,4054,2627,1001,120
11530530,2021,5,4,835,1408,3220,2876,3359,4598,4069,2626,1006,120
11530530,2021,6,4,837,1400,3187,2849,3358,4579,4079,2629,1015,119
11530530,2021,7,4,834,1389,3186,2843,3340,4586,4090,2621,1027,119
11530530,2021,8,4,827,1378,3179,2820,3316,4589,4094,2611,1031,122
11530530,2021,9,4,809,1372,3167,2818,3288,4587,4081,2608,1044,121
11530530,2021,10,4,809,1365,3156,2818,3276,4581,4095,2597,1052,119
11530530,2021,11,5,813,1354,3162,2810,3263,4578,4080,2596,1062,119
11530530,2021,12,3,802,1346,3149,2820,3235,4574,4080,2595,1077,121
11530540,2021,1,21,1343,1418,4132,5012,4028,3057,2582,1590,602,76
11530540,2021,2,21,1316,1398,4157,4981,4017,3062,2594,1591,608,76
11530540,2021,4,1,1266,1386,4233,4947,3987,3042,2591,1567,605,66
11530540,2021,5,1,1254,1388,4245,4932,3978,3051,2614,1570,608,69
11530540,2021,6,1,1257,1377,4246,4910,3985,3033,2619,1572,607,70
11530540,2021,7,1,1253,1373,4226,4898,3970,3047,2617,1568,602,71
11530540,2021,8,1,1236,1353,4201,4868,3968,3042,2636,1568,612,70
11530540,2021,9,1,1218,1359,4187,4849,3991,3049,2641,1572,617,70
11530540,2021,10,1,1207,1354,4166,4837,3977,3064,2630,1577,626,69
11530540,2021,11,1,1204,1353,4159,4855,3979,3058,2643,1580,634,67
11530540,2021,12,1,1182,1348,4208,4852,3955,3074,2620,1580,640,69
11530550,2021,1,17,811,1115,2826,2916,2962,3513,3110,2125,826,92
11530550,2021,2,18,790,1108,2824,2888,2952,3507,3111,2127,834,95
11530550,2021,4,0,782,1084,2843,2878,2892,3455,3068,2083,844,89
11530550,2021,5,0,785,1068,2855,2866,2858,3456,3074,2095,858,88
11530550,2021,6,0,780,1059,2854,2862,2839,3449,3081,2106,868,89
11530550,2021,7,0,768,1058,2834,2864,2818,3440,3088,2108,876,90
11530550,2021,8,0,763,1045,2839,2861,2809,3420,3100,2112,879,89
11530550,2021,9,0,755,1033,2816,2853,2775,3429,3097,2103,883,91
11530550,2021,10,0,755,1024,2800,2880,2730,3432,3099,2107,887,89
11530550,2021,11,0,743,1011,2805,2869,2700,3431,3094,2094,889,91
11530550,2021,12,0,743,997,2803,2858,2684,3406,3106,2093,887,90
11530560,2021,1,2,1828,1591,5027,5431,4115,4554,3779,2086,788,86
11530560,2021,2,2,1803,1573,5081,5447,4082,4565,3783,2087,787,90
11530560,2021,4,3,1787,1575,5131,5482,4095,4549,3802,2088,792,85
11530560,2021,5,2,1778,1574,5113,5501,4101,4540,3804,2091,795,86
11530560,2021,6,2,1775,1567,5092,5510,4115,4509,3823,2080,802,88
11530560,2021,7,1,1774,1558,5084,5506,4109,4489,3852,2079,802,91
11530560,2021,8,2,1755,1545,5086,5487,4106,4475,3872,2087,799,89
11530560,2021,9,2,1742,1523,5050,5498,4074,4473,3867,2112,805,89
11530560,2021,10,3,1735,1510,5053,5504,4062,4477,3868,2120,808,94
11530560,2021,11,3,1714,1500,5031,5531,4045,4478,3859,2117,819,95
11530560,2021,12,3,1708,1489,5023,5565,4042,4474,3871,2123,816,98
11530595,2021,1,23,232,286,1507,1253,1170,1863,1643,870,367,60
11530595,2021,2,19,232,278,1523,1257,1150,1853,1643,873,369,61
11530595,2021,4,3,238,274,1537,1252,1113,1808,1608,834,356,48
11530595,2021,5,3,232,280,1526,1254,1094,1783,1612,832,358,44
11530595,2021,6,3,233,278,1531,1249,1088,1771,1609,835,361,44
11530595,2021,7,3,231,275,1530,1233,1076,1759,1609,834,358,46
11530595,2021,8,4,236,272,1542,1230,1066,1759,1591,834,355,44
11530595,2021,9,4,231,270,1549,1241,1066,1745,1583,831,351,45
11530595,2021,10,4,237,271,1565,1248,1057,1743,1587,823,361,44
11530595,2021,11,4,238,273,1587,1263,1046,1731,1593,817,362,40
11530595,2021,12,4,236,274,1606,1285,1038,1717,1585,813,361,39
11530720,2021,1,6,1316,1937,3293,2870,3496,3920,3545,1939,647,91
11530720,2021,2,6,1287,1907,3273,2848,3444,3916,3551,1932,660,89
11530720,2021,4,2,1273,1897,3229,2821,3424,3881,3544,1928,664,92
11530720,2021,5,2,1267,1895,3211,2819,3407,3860,3556,1928,677,94
11530720,2021,6,2,1259,1887,3186,2803,3402,3848,3564,1937,678,93
11530720,2021,7,2,1254,1881,3164,2797,3384,3854,3567,1930,690,93
11530720,2021,8,2,1250,1861,3148,2805,3356,3844,3581,1920,697,91
11530720,2021,9,2,1249,1857,3115,2810,3344,3843,3581,1915,696,90
11530720,2021,10,2,1245,1844,3095,2800,3334,3829,3586,1922,697,90
11530720,2021,11,2,1241,1838,3068,2787,3318,3823,3589,1923,706,94
11530720,2021,12,2,1231,1825,3049,2792,3298,3812,3590,1931,713,94
11530730,2021,1,8,1809,2231,3585,3295,4271,4760,3988,2343,875,103
11530730,2021,2,8,1776,2213,3570,3254,4268,4724,4030,2347,882,102
11530730,2021,4,4,1750,2200,3530,3225,4233,4688,4051,2333,919,102
11530730,2021,5,4,1749,2192,3517,3195,4221,4686,4059,2325,920,104
11530730,2021,6,4,1730,2179,3510,3176,4193,4678,4084,2331,921,106
11530730,2021,7,4,1704,2176,3498,3153,4181,4685,4101,2337,921,108
11530730,2021,8,4,1684,2182,3471,3145,4162,4697,4119,2337,927,108
11530730,2021,9,4,1662,2186,3446,3124,4158,4703,4118,2333,938,110
11530730,2021,10,4,1630,2180,3433,3118,4129,4707,4121,2321,954,106
11530730,2021,11,4,1615,2157,3440,3107,4113,4699,4126,2314,965,103
11530730,2021,12,4,1611,2159,3414,3106,4128,4677,4137,2316,971,108
11530740,2021,1,9,2185,2446,4638,5104,4949,5847,5148,2857,1031,137
11530740,2021,2,10,2176,2418,4634,5096,4947,5859,5179,2858,1035,134
11530740,2021,4,4,2168,2378,4608,5078,4930,5815,5178,2876,1028,134
11530740,2021,5,4,2172,2373,4604,5102,4928,5797,5203,2867,1033,140
11530740,2021,6,4,2157,2363,4586,5081,4907,5751,5238,2861,1041,138
11530740,2021,7,4,2162,2336,4557,5080,4896,5736,5257,2875,1047,137
11530740,2021,8,4,2165,2309,4546,5044,4879,5707,5248,2872,1054,141
11530740,2021,9,4,2158,2281,4513,5033,4842,5727,5245,2878,1059,141
11530740,2021,10,4,2156,2286,4470,5042,4820,5728,5258,2888,1056,143
11530740,2021,11,4,2157,2277,4437,5034,4798,5702,5283,2900,1058,153
11530740,2021,12,4,2157,2271,4412,5034,4784,5708,5281,2911,1067,146
11530750,2021,1,11,2154,2302,3852,4546,4827,4972,5057,2900,915,121
11530750,2021,2,11,2117,2305,3836,4475,4800,4968,5055,2929,919,123
11530750,2021,4,6,2083,2267,3810,4392,4762,4885,5102,2923,924,117
11530750,2021,5,7,2069,2271,3775,4363,4756,4865,5106,2943,929,119
11530750,2021,6,6,2057,2265,3770,4340,4744,4859,5134,2943,926,118
11530750,2021,7,6,2032,2272,3784,4312,4736,4872,5138,2973,943,118
11530750,2021,8,6,2017,2248,3759,4302,4722,4838,5158,2972,952,118
11530750,2021,9,6,1999,2240,3747,4266,4713,4842,5184,2971,967,119
11530750,2021,10,6,1994,2225,3745,4263,4688,4858,5185,2976,979,123
11530750,2021,11,6,1984,2234,3697,4267,4679,4845,5196,2978,983,120
11530750,2021,12,6,1973,2228,3663,4241,4686,4837,5155,2989,987,129
11530760,2021,1,11,1175,1454,2583,2759,3198,3464,3489,1813,702,79
11530760,2021,2,11,1149,1438,2573,2727,3180,3448,3504,1820,705,80
11530760,2021,4,5,1136,1413,2560,2669,3127,3449,3496,1815,706,79
11530760,2021,5,5,1122,1400,2555,2656,3111,3446,3520,1809,705,78
11530760,2021,6,5,1108,1384,2547,2644,3085,3428,3525,1815,715,79
11530760,2021,7,4,1098,1387,2533,2651,3072,3433,3529,1831,715,77
11530760,2021,8,4,1084,1375,2528,2623,3073,3425,3537,1837,717,76
11530760,2021,9,4,1073,1373,2516,2606,3095,3406,3541,1838,727,78
11530760,2021,10,4,1051,1370,2522,2610,3063,3420,3549,1821,741,80
11530760,2021,11,3,1049,1370,2538,2604,3077,3406,3551,1812,748,83
