년도,월,행정동코드,총생활인구수,연령대0,연령대10,연령대20,연령대30,연령대40,연령대50,연령대60,연령대70이상
2021,01,11140665,7419448.6552,454926.365,572642.0891,945519.6628,1193731.787,1158830.8901,1260621.8733,883362.1594,949813.8015
2021,01,11140670,10128119.7261,631081.0928,400088.7699,1591900.5425,2228088.2024,1608640.2051,1424955.6048,1122150.101,1121215.1551
2021,01,11140680,6656645.912,377156.014,291690.9286,853598.7545,1432899.8167,1365658.9736,1039561.0327,652858.4549,643221.9671
2021,01,11170510,11015526.6929,529845.2922,749492.3806,1596527.5418,2045469.2016999999,1934428.9702,1672161.861,1252367.5626,1235233.8633
2021,01,11170520,8679488.3751,314370.512,460229.256,1527640.0766,1889989.5803,1494946.0737,1031783.6671,907771.9433,1052757.2922
2021,01,11170530,9663099.6946,224616.5876,404279.8303,1792236.5627,1980691.5233,1827784.059,1539725.4565,1021536.9904,872228.6899
2021,01,11170555,16216245.099,668467.0616,1232051.5739,3440606.0147,2992792.642,2478191.993,2302164.0953,1550848.9507,1551122.7548
2021,01,11170560,14911257.9194,947046.3412,752119.7403,2185085.5301,3528551.4443,2899219.7399,2096984.6650999999,1310465.7456,1191784.7311
2021,01,11170570,10046256.3618,590826.2036,908613.6257,1221935.5475,1654075.4724,1759976.1421,1582372.1996,1138276.4009,1190180.7381
2021,01,11170580,8092909.2065,600672.4269,712459.2804,1177313.0296,1417821.0469,1272777.9895,1191015.3092,804697.0943,916153.0059999999
2021,01,11170590,7306491.0748,556816.5732,645816.6893,962550.1185,1286744.4122,1132975.534,1041772.1777,831287.1255,848528.4365
2021,01,11170625,31945036.3167,1265253.9857,1387510.649,5728775.7147,7330212.7286,6423813.2329,4585199.047,2733485.8888,2490785.0655
2021,01,11170630,20478774.8416,1866088.1582,1884834.9961,1935093.1667,2911721.7312,3861614.2142,3199795.9415,2344886.7339,2474739.8724
2021,01,11170640,5619212.0634,425589.9158,388469.2901,582270.9149,996986.359,925952.7682,847505.6171,748156.0761,704281.112
2021,01,11170650,7542288.988,192991.8504,299704.6351,1453069.0133,1631391.6123,1269795.7187,1114235.409,767864.9128,813235.8464
2021,01,11170660,8683016.0379,335768.7744,407318.3749,1357906.5303,2110790.2256,1620635.0262,1067469.2086,821965.2147,961162.6429999999
2021,01,11170685,22588866.468,934650.1319,972218.0721,3430565.9093,5575340.305,4308250.2214,3130448.0408,2127533.7165,2109860.0897
2021,01,11170690,12616324.1524,693947.6851,1176313.4554,1545727.9491,1864708.1038,2473294.7132,2016821.6005,1374657.4743,1470853.1816
2021,01,11170700,8292563.0297,267873.0916,464528.5169,1321501.6516,1647503.5105,1471323.3378,1240139.8201,992788.0225,886905.0950999999
2021,01,11200520,11801141.3206,918846.7203,1026545.7013,1616489.8882,2152936.1881999997,1875708.2053,1689158.877,1282884.0632,1238571.6456
2021,01,11200535,20298469.1888,1874563.4984,1210868.0607,3179069.8238,3741760.1566,3214992.0949,3067052.8606,2087758.4069,1922404.2684
2021,01,11200540,17518606.3932,1018290.9731000001,1369705.5383,2972628.0924,2841959.0703,2578533.1272,2591959.1941,2006311.462,2139218.9519
2021,01,11200550,14948244.9406,547650.6799,1004956.7659,5342584.7848,2348595.5319,1764014.8816,1600752.3097,1157962.1475,1181727.8511
2021,01,11200560,13307799.2559,687684.5436,1091114.43,2516254.5538,2275515.7347,2173829.4563,1947352.4494999999,1292067.2527,1323980.8642
2021,01,11200570,15151548.1007,1414679.3255,1553323.9105,1603513.7414,2441077.3541,2610521.3428,2080535.3388999999,1594384.0345,1853513.0766
2021,01,11200580,9049120.6966,734211.4094,928927.3001,887181.4081,1431430.5648999999,1585737.1482,1341749.85,986372.6916,1153510.3173
2021,01,11200590,12177465.0087,935032.9054,1065795.8504,1145132.5125,2375326.8998,2148995.7693,1640962.4069,1483677.7894,1382540.8597
2021,01,11200615,16552587.305,1533719.9446999999,1355787.0885,1830676.2763,2847302.0336,2700216.2903,2382996.9379,1879912.189,2021976.5484
2021,01,11200620,9559366.2168,894718.4054,596107.7212,944344.2007,1771794.7743,1635538.5269,1348569.3472,1134032.0414,1234261.2383
2021,01,11200645,22759799.2576,2170870.1537,1381094.7604,2375547.707,4468616.1868,4170958.2831,3034259.3041,2531877.2928,2626575.592
2021,01,11200650,13480936.5916,792191.6984,924708.037,2040588.1467,2646892.6891,2247844.915,2236296.9621,1464269.5483,1128144.6044
2021,01,11200660,14815238.4344,734999.8452,814380.2106,2656976.5031,3221034.0623,2651834.1092,2096380.7479,1415400.4637,1224232.554
2021,01,11200670,14523867.372,794439.9521,845549.411,2127829.9084,2732376.8907,2435222.0435,2594794.4109,1755442.5448999999,1238212.1729000001
2021,01,11200690,22423452.8827,840365.3136,839806.9021,4562668.1023,5249936.1994,4070982.435,3338259.6359,2023057.0795,1498377.2032
2021,01,11200720,8050990.4111,326075.5666,460481.8065,1648202.2862,1546397.3154,1311129.8751,1204115.3245,850501.12,704087.1517
2021,01,11200790,14922565.3491,542528.1969,975541.3194,2511109.0781,2569257.635,2574846.6245,2426086.7547,1648332.2767,1674863.4371
2021,01,11215710,23879202.3555,559969.5594,1354580.6219,9550812.0082,4381889.0909,2697401.2989,2292505.9389,1681768.5604,1360275.257
2021,01,11215730,14975635.9966,604449.4043,966866.1612,4013801.5688,2917541.3628,2038465.3922,1840513.5063,1323347.7165,1270650.9113
2021,01,11215740,12389791.3711,726233.4321,707640.0515,2156827.7883,2446367.2944,1840133.8521,1875904.5709,1430668.2652,1206016.1334
2021,01,11215750,13440349.3533,940814.7813,1027663.8733,2109230.125,2508108.8836,2023297.5251,2047991.7386999999,1460559.6816,1322682.7921
2021,01,11215760,12674682.6871,724997.3746,889840.0297,1723290.7988,2136711.4795999997,1937290.9316,2110924.0625,1596214.9752,1555413.0298
2021,01,11215770,20074923.5918,1309295.2307,1635924.1781,2718407.7642,3106483.4932,2871521.1715,3296094.7518,2617588.9021,2519608.1149
2021,01,11215780,11255668.3493,667892.0908,658460.7132,2235853.4984999998,2370700.2905,1677835.3961,1428520.334,1149205.7607,1067200.2675
2021,01,11215810,28274858.272,2702406.8247,4642419.3831,3137319.6095,3284765.0357,5532411.072,4150933.8896,2506455.6609,2318146.754
2021,01,11215820,19205300.4231,832831.9909,1287956.1726,3811301.967,3436817.9631,2969648.3034,2960030.513,2094697.4625,1812016.0544
2021,01,11215830,15946378.8301,1161305.0866999999,1223019.3972,2237240.2166999998,2888035.8536,2499107.9486,2373756.1785,1924631.8148999999,1639282.3358
