년도,월,행정동코드,총생활인구수,연령대0,연령대10,연령대20,연령대30,연령대40,연령대50,연령대60,연령대70이상
2021,04,11260655,26640364.2665,1780318.4451,2223939.148,3270954.0871,3647455.3698,3942585.4562,4652860.1839,3723381.6866,3398869.9196
2021,04,11260660,8717288.4741,517298.2772,690958.8449,1114997.3739,1097252.0791,1264154.9847,1584074.9216,1193525.639,1255026.3284
2021,04,11260680,24318313.6188,2685779.6565,2314377.3561,2662817.675,3282162.4655,3714181.1698,3868117.7254,2963388.8455,2827488.6852
2021,04,11260690,13245578.0834,993565.6546,1293895.8616,1494035.8953,1893356.9062,1944032.6299,2120325.1943,1680173.3174,1826192.5982
2021,04,11290525,15492296.3201,1039147.3454,1558142.0566,2192198.2852,2251510.2357,2418932.0006,2351204.1445,1739832.0439,1941330.2279
2021,04,11290555,19200299.4953,1066223.9596,2012617.9041,3878404.2563,2939295.6047,2949332.2418,2626606.6907,1759906.1133,1967912.7808
2021,04,11290575,19824860.0744,1176489.9933,2225856.3879,4725836.7111,2953888.727,2842052.1154,2338122.8935,1632325.4126,1930287.8254
2021,04,11290580,10057119.6099,710672.0584,1172278.7522,1177403.5662,1289232.5358,1529296.3281999999,1510263.8369,1267214.9979,1400757.5568
2021,04,11290590,11243138.988,1212532.3219,1383828.2074,1188827.9186,1459011.5696,1913058.8344999999,1650125.1539,1155035.6275,1280719.3432
2021,04,11290600,19547727.8908,524382.4589,2677296.3262,6850946.1305,2513045.8120999997,1915197.5295,1990158.4159,1435513.5894,1641187.5963
2021,04,11290610,11153501.5847,703810.9902,820408.1576,1990645.4316,1703254.0556,1591165.3881,1751767.9317,1266936.9356,1325512.6581
2021,04,11290620,10499324.1468,960343.2957,1191210.3697,1228418.4408,1409266.8554,1788200.728,1508030.0972,1096701.7206000001,1317152.6296
2021,04,11290630,14888469.552,1266745.3858,1352014.2523999999,2010431.5747,2096813.2892,2294074.7634,2111694.5224,1766172.3277,1990523.4334
2021,04,11290640,11325179.9148,528938.8199,1233835.978,2982771.8978,1399771.7996,1306712.3383,1374040.3804,1128477.44,1370631.2672
2021,04,11290650,13578628.8537,1010621.8108,1377815.7705,1845173.8342,1734203.2735,2134262.2222,1833347.8817,1692540.0057,1950664.0605
2021,04,11290660,25514643.7258,3718019.845,3867059.5083,2308416.8536,2969342.0294,4764221.2239,3170852.6514,2124613.4218,2592118.1779
2021,04,11290685,12261739.7017,909869.9521,1248556.0293,1405972.824,1704989.8454,2122501.8236,1894126.2405,1387242.368,1588480.5898
2021,04,11290705,28233185.6403,2102129.1081,2890442.4283,4612910.2035,3740781.3595,4225997.6237,4112089.5997,2982466.4842,3566368.9012
2021,04,11290715,17517775.4916,1919156.6289,2175668.6711,2024261.139,2287601.7832,2708413.0182,2450251.6913,1842187.1172,2110235.3764
2021,04,11290725,16428331.6066,1249791.1617,1406603.9845,2897460.7121,2433220.4518,2379207.6113,2386738.6294,1838899.0118,1836410.0067
2021,04,11290760,11521903.4466,821854.9112,1153019.5608,1522792.385,1478479.4321,1662026.0377,1927915.4327,1484685.7569,1471129.9122
2021,04,11290770,9039808.744,520161.5736,726236.6915,1253305.1846,1150863.5743,1316397.5964,1446726.8698,1247079.2635,1379037.9842
2021,04,11290780,5453885.4821999995,387218.7404,540792.8206,725007.6481,776087.1194,869787.0101,796370.6328,692039.6922,666581.8102
2021,04,11290810,21454992.5006,1456963.8517,1739679.4733,3157237.0386,2910510.7023,3224286.7017,3237487.7973,2684410.8494,3044416.0884
2021,04,11305534,17192781.8936,1258790.0292,1668636.7253999999,1985301.5669,2174230.0474,2594665.6318,2659144.564,2117538.7195,2734474.5799000002
2021,04,11305535,16851278.5191,662677.351,1228619.705,2797104.4414999997,2114652.4773999997,2360070.0919,2867344.8859,2225721.7227,2595087.871
2021,04,11305545,24462401.755,1476434.2276,2019439.1635,3397095.8767,3230934.4899,3674639.98,3966359.5258,3012602.2976,3684896.25
2021,04,11305555,19242588.7393,1236645.9437,1700256.4341,2139782.5669,2325878.6091,2927830.931,3211997.2802,2489856.9273,3210340.1308
2021,04,11305575,16669091.6931,1983414.1594,2227528.3123,1429001.5216,1972647.1231,3126974.7004,2265837.5603,1630847.3201,2032840.9355
2021,04,11305590,13778354.045,533877.4323,858274.2968,2399617.0076,2006771.2088,2213334.2101,2194342.9307,1643617.903,1928519.1079
2021,04,11305600,9473483.6333,604592.0823,792672.3156,1187914.2612,1110955.7943,1362300.6376,1482950.1655,1273827.5043,1658270.8787
2021,04,11305606,11110020.5381,795908.686,963443.9107,1169774.9708,1195876.1969,1671322.2688,1735476.2779,1495597.6892,2082620.5513
2021,04,11305610,13743679.9771,827199.9285,1126763.4612,1964427.511,1686561.9459,1864373.1968,2212167.2986,1830077.1429,2232109.4647
2021,04,11305620,13949466.8672,976939.1316,1149571.3074,1720495.7845,1627403.8049,2048405.2562,2207395.9707,1854839.185,2364416.4369
2021,04,11305630,19684429.1086,804165.5676,1058709.3962,3797348.1652,2871598.1114,2963299.2745,3194100.514,2418599.0324999997,2576609.0401
2021,04,11305645,13983124.7977,868624.1467,1120398.8477,1859877.4711,1723844.9079,2015698.7149,2193044.9524,1838461.8474,2363173.906
2021,04,11305660,20696315.9812,1480708.3475,1557536.907,2633114.5321,2580278.1847,2979889.8793,3277944.901,2709601.4064,3477241.8505
2021,04,11320511,15663525.9262,1035376.6708,1484310.8111,1998270.8099,2143808.1515,2416584.6256,2410548.7983,1964375.7654,2210250.3488
2021,04,11320512,21377362.5048,1538743.8744,1790946.4685,2786296.5862,3141553.3276,3231421.6853,3318951.6962,2636222.5883,2933226.3376
2021,04,11320513,8244630.0471,618605.3466,681294.0015,987877.2273,905166.7038,1305304.4829,1377605.7986,1076039.4873,1292736.9807
2021,04,11320514,21687229.5823,1462597.0407,2315283.9392,2531513.338,2746297.3094,3409840.5147,3669141.213,2686852.5799,2865703.701
2021,04,11320515,14775658.6521,1144303.4964,1370709.5943,1942696.0378999999,2088971.8971,2192519.0131,2291846.5626,1937160.3847,1807451.6468
2021,04,11320521,12855459.5944,760811.4342,844075.2007,1351674.5343,1413658.6339,1704837.926,2193856.0641,2084725.8081999999,2501820.0013
2021,04,11320522,14593230.2795,1151161.9105,1041336.6144,1632656.4386,1872318.2528,2128615.7767,2255547.7668,2179691.3773,2331902.1704
2021,04,11320660,12413052.2357,809861.6441,1242882.5278,1772909.5692,1474971.8289,1829537.1246,1807448.6525,1615800.2244,1859640.6614
2021,04,11320670,13129055.201,886426.2823,1171128.8846,1615902.4412,1845721.0718,1905990.4612,2025517.4157999998,1790732.0131,1887636.6246
2021,04,11320680,11338405.0071,748775.9088,842444.2126,1660589.2021,1652234.5516,1610918.9987,1743057.3657,1402222.4325,1678162.3022999999
2021,04,11320681,9824679.3454,749478.3068,1315509.7086,1087608.2434,1201079.4419,1356275.8557,1559210.4297,1291353.0547,1264164.3116
2021,04,11320690,17170220.8738,1126710.4215,1396310.1199,2098192.6538,2193275.1847,2590088.2182,2961538.9661,2391131.8698,2412973.4879
2021,04,11320700,9743325.0212,616995.4294,848614.3692,1135531.9449,1105966.6995,1371435.5832,1625966.1991,1393947.1661,1644867.633
2021,04,11320710,14455960.5352,1165035.7981,1483303.6891,1458495.2873,1578076.2382,2029046.6035,2296583.4932,2079210.1644,2366209.3124
2021,04,11350560,18111524.42,1222892.948,1992089.7893,3597503.5132,2252619.4648,2655516.6845,2235083.1731,2004605.8916,2151212.9653
2021,04,11350570,14487586.372,1311311.4375,1623647.2962,1568765.6365,1658399.5607999999,2085489.2996,2133870.0886,1812440.2006,2293662.8481
2021,04,11350580,19219046.4513,1911729.2486,1578498.1972999999,2117718.9377,2725146.7732,2955173.0215,2855918.8959,2428608.2915,2646253.0248
2021,04,11350595,31730307.0822,2208007.7612,2602439.9981,5363445.5705,4472447.9857,4689392.5761,4655211.5659,3945741.4547,3793620.1938
2021,04,11350600,31351205.8723,2491048.766,4539343.1178,6280403.7743,3722528.688,4502781.3506000005,4029698.7974,2937545.9732,2847855.4047
2021,04,11350611,19559759.2181,962521.2165,3176242.6746,2952180.1231,1957681.3953,2853813.2663,3098496.9209,2267137.3208,2291686.3139
2021,04,11350612,12287270.2242,981760.6075,1698228.715,1470350.7159,1416512.4674,2000368.8863,1935166.2233,1393841.2024,1391041.3899
2021,04,11350619,16539618.2584,1432582.1043,4286518.7566,1600470.886,1251002.1595,3125879.6947,2388428.9466,1217811.1814,1236924.5083
2021,04,11350621,18612320.4997,1571046.1849,4769737.8155,1730436.9002,1387362.1777,3614065.293,2619143.2557,1411582.9482,1508945.8851
2021,04,11350624,13651136.0501,1046598.5864,1942604.4713,1419282.7453,1274586.5384,2166371.4937,2106194.8364,1517797.7599,2177699.5655
2021,04,11350625,24521875.6307,2038540.1485,3037092.9008,2689402.6677,2913007.5715,4032463.1598,3632439.7783,2739357.6439,3439571.7534
2021,04,11350630,28429583.8273,2295094.1195,2724020.131,3269964.9693,3609932.8267,4082431.9392,4586246.0142,3916054.7347,3945839.0624
